logFC	logCPM	F	PValue	status
SIN3A@01970	-3.024e+00	 6.171504	6.237e+00	2.704e-02	test
SIN3A@05883	 2.720e+00	 6.666341	6.247e+00	2.711e-02	test
SIN3A@12448	 3.910e+00	 5.777312	6.246e+00	2.711e-02	test
SIN3A@08080	 1.098e+01	 3.940825	6.387e+00	2.712e-02	test
SIN3A@03947	 6.120e+00	 4.560414	6.187e+00	2.756e-02	test
SIN3A@10507	-1.046e+01	 3.436656	6.316e+00	2.777e-02	test
SIN3A@11591	 3.462e+00	 6.031740	6.173e+00	2.787e-02	test
SIN3A@07973	 8.593e+00	 4.363910	6.158e+00	2.802e-02	test
SIN3A@13403	 4.775e+00	 5.148746	6.123e+00	2.822e-02	test
SIN3A@02186	 4.058e+00	 5.531366	6.107e+00	2.840e-02	test
SIN3A@08423	 2.976e+00	 7.414252	6.119e+00	2.844e-02	test
SIN3A@14130	-2.512e+00	 6.855284	6.108e+00	2.855e-02	negative
SIN3A@08105	 8.197e+00	 3.970750	6.102e+00	2.862e-02	test
SIN3A@12018	 2.776e+00	 7.009537	6.081e+00	2.885e-02	test
SIN3A@04366	 3.320e+00	 5.931283	6.059e+00	2.892e-02	test
SIN3A@07410	 3.129e+00	 6.934776	6.064e+00	2.903e-02	test
SIN3A@10910	 8.490e+00	 4.405157	6.061e+00	2.907e-02	test
SIN3A@04513	 3.622e+00	 5.718207	6.037e+00	2.916e-02	test
SIN3A@14357	-3.204e+00	 6.331270	6.052e+00	2.917e-02	negative
SIN3A@02736	 1.014e+01	 3.118761	6.170e+00	2.934e-02	test
SIN3A@11336	 2.787e+00	 7.127656	6.026e+00	2.946e-02	test
SIN3A@12281	 8.045e+00	 4.324091	6.021e+00	2.950e-02	test
SIN3A@01107	 6.226e+00	 5.207330	5.967e+00	3.012e-02	test
SIN3A@07865	 3.058e+00	 7.499519	5.958e+00	3.023e-02	test
SIN3A@11299	 5.915e+00	 4.731304	5.955e+00	3.026e-02	test
SIN3A@01723	 3.875e+00	 5.694631	5.952e+00	3.029e-02	test
SIN3A@12971	 3.753e+00	 5.750111	5.943e+00	3.040e-02	test
SIN3A@07704	 2.094e+00	 7.210160	5.936e+00	3.048e-02	test
SIN3A@01898	 2.111e+00	 7.272023	5.926e+00	3.059e-02	test
SIN3A@10128	 4.544e+00	 6.084158	5.920e+00	3.066e-02	test
SIN3A@03457	 8.089e+00	 4.012228	5.913e+00	3.075e-02	test
SIN3A@06980	 1.419e+00	 8.978281	5.904e+00	3.085e-02	test
SIN3A@12072	 2.260e+00	 7.323854	5.890e+00	3.102e-02	test
SIN3A@09325	 2.758e+00	 6.436938	5.881e+00	3.106e-02	test
SIN3A@07713	 2.820e+00	 6.710477	5.882e+00	3.111e-02	test
SIN3A@03981	 4.596e+00	 5.646728	5.879e+00	3.115e-02	test
SIN3A@07883	 3.341e+00	 7.134979	5.877e+00	3.118e-02	test
SIN3A@07914	 3.507e+00	 7.250275	5.872e+00	3.123e-02	test
SIN3A@13988	 3.341e+00	 6.374079	5.856e+00	3.142e-02	test
SIN3A@08939	-4.172e+00	 5.508224	5.843e+00	3.158e-02	test
SIN3A@00617	 1.032e+01	 3.298219	5.914e+00	3.223e-02	test
SIN3A@04475	 4.015e+00	 6.206159	5.778e+00	3.238e-02	test
SIN3A@07287	 2.840e+00	 7.695882	5.772e+00	3.245e-02	test
SIN3A@07626	 2.468e+00	 6.932752	5.770e+00	3.249e-02	test
SIN3A@06726	-4.839e+00	 5.286147	5.752e+00	3.271e-02	test
SIN3A@06505	-1.088e+01	 3.852747	5.859e+00	3.290e-02	test
SIN3A@12995	 1.080e+01	 3.756554	5.854e+00	3.296e-02	test
SIN3A@08572	 5.996e+00	 4.488323	5.712e+00	3.304e-02	test
SIN3A@03072	 1.006e+01	 3.037053	5.846e+00	3.306e-02	test
SIN3A@07504	 2.693e+00	 6.539978	5.714e+00	3.320e-02	test
SIN3A@09323	-4.265e+00	 5.288557	5.698e+00	3.323e-02	test
SIN3A@01579	-7.366e+00	 3.961748	5.682e+00	3.343e-02	test
SIN3A@00753	 6.846e+00	 4.215577	5.679e+00	3.357e-02	test
SIN3A@11130	 1.024e+01	 3.219327	5.801e+00	3.362e-02	test
SIN3A@08335	 2.331e+00	 7.084025	5.679e+00	3.365e-02	test
SIN3A@00769	 4.780e+00	 5.319188	5.662e+00	3.387e-02	test
SIN3A@08216	 6.469e+00	 4.503623	5.647e+00	3.406e-02	test
SIN3A@07601	 4.462e+00	 5.569203	5.628e+00	3.432e-02	test
SIN3A@13439	 2.150e+00	 7.556432	5.626e+00	3.436e-02	test
SIN3A@07260	 6.382e+00	 4.460964	5.609e+00	3.457e-02	test
SIN3A@05068	 4.828e+00	 5.679474	5.602e+00	3.468e-02	test
SIN3A@08972	 4.902e+00	 4.999240	5.585e+00	3.485e-02	test
SIN3A@01052	 7.511e+00	 4.166673	5.569e+00	3.513e-02	test
SIN3A@11980	-4.358e+00	 5.339894	5.556e+00	3.531e-02	test
SIN3A@08196	 3.049e+00	 6.023319	5.539e+00	3.540e-02	test
SIN3A@11603	-6.395e+00	 4.311512	5.532e+00	3.545e-02	test
SIN3A@07900	 3.729e+00	 5.899810	5.542e+00	3.550e-02	test
SIN3A@01593	-7.749e+00	 4.335128	5.537e+00	3.557e-02	test
SIN3A@02323	 4.923e+00	 5.022557	5.507e+00	3.599e-02	test
SIN3A@12273	 4.827e+00	 7.238731	5.501e+00	3.607e-02	test
SIN3A@11207	 4.389e+00	 5.603922	5.497e+00	3.613e-02	test
SIN3A@10995	 9.975e+00	 2.960554	5.595e+00	3.634e-02	test
SIN3A@08983	-5.479e+00	 4.644888	5.465e+00	3.641e-02	test
SIN3A@01311	 7.542e+00	 3.997050	5.458e+00	3.669e-02	test
SIN3A@12029	 3.751e+00	 5.677302	5.453e+00	3.676e-02	test
SIN3A@07723	 3.006e+00	 6.393012	5.441e+00	3.694e-02	test
SIN3A@01436	 3.888e+00	 6.272644	5.440e+00	3.695e-02	test
SIN3A@11945	 3.252e+00	 6.767757	5.438e+00	3.698e-02	test
SIN3A@07386	 9.807e+00	 2.797028	5.546e+00	3.702e-02	test
SIN3A@01212	-5.500e+00	 4.639382	5.421e+00	3.704e-02	test
SIN3A@07820	 2.286e+00	 6.763926	5.417e+00	3.710e-02	test
SIN3A@01522	 7.175e+00	 3.881318	5.410e+00	3.721e-02	test
SIN3A@12465	 4.432e+00	 6.656714	5.415e+00	3.732e-02	test
SIN3A@07804	 3.253e+00	 5.920665	5.405e+00	3.747e-02	test
SIN3A@01079	 4.661e+00	 5.073065	5.398e+00	3.752e-02	test
SIN3A@14248	-4.425e+00	 5.393432	5.399e+00	3.756e-02	negative
SIN3A@04991	 3.044e+00	 6.057651	5.392e+00	3.766e-02	test
SIN3A@10681	-2.146e+00	 6.894911	5.377e+00	3.770e-02	test
SIN3A@05938	-1.049e+01	 3.468736	5.497e+00	3.772e-02	test
SIN3A@00213	 2.012e+00	 7.964859	5.372e+00	3.796e-02	test
SIN3A@01483	 9.980e+00	 2.965043	5.450e+00	3.841e-02	test
SIN3A@02977	 5.711e+00	 4.489983	5.313e+00	3.867e-02	test
SIN3A@13230	 1.007e+01	 3.055085	5.431e+00	3.869e-02	test
SIN3A@06142	 5.043e+00	 4.779938	5.304e+00	3.881e-02	test
SIN3A@04224	 2.783e+00	 6.705503	5.303e+00	3.902e-02	test
SIN3A@02440	-5.704e+00	 4.626819	5.285e+00	3.930e-02	test
SIN3A@01266	 4.069e+00	 5.352752	5.263e+00	3.960e-02	test
SIN3A@04911	 2.533e+00	 6.718456	5.258e+00	3.973e-02	test
SIN3A@05231	 1.000e+01	 2.985275	5.341e+00	4.006e-02	test
SIN3A@01055	 7.111e+00	 3.818699	5.218e+00	4.019e-02	test
SIN3A@09865	-3.502e+00	 5.762657	5.219e+00	4.036e-02	test
SIN3A@07922	 3.025e+00	 6.115668	5.217e+00	4.038e-02	test
SIN3A@11220	 2.766e+00	 6.361349	5.208e+00	4.053e-02	test
SIN3A@08275	 5.407e+00	 4.602061	5.174e+00	4.090e-02	test
SIN3A@01735	 6.262e+00	 4.533083	5.167e+00	4.120e-02	test
SIN3A@13526	 2.468e+00	 6.493428	5.150e+00	4.130e-02	test
SIN3A@14030	-1.484e+00	 7.957199	5.149e+00	4.131e-02	negative
SIN3A@07489	 2.873e+00	 6.558990	5.153e+00	4.144e-02	test
SIN3A@07524	 3.689e+00	 5.473977	5.133e+00	4.158e-02	test
SIN3A@11105	-5.408e+00	 4.720915	5.139e+00	4.168e-02	test
SIN3A@01536	-6.346e+00	 4.468551	5.133e+00	4.178e-02	test
SIN3A@04809	 4.382e+00	 5.583736	5.133e+00	4.178e-02	test
SIN3A@12935	-3.582e+00	 5.566498	5.121e+00	4.179e-02	test
SIN3A@06111	 1.026e+01	 3.233128	5.227e+00	4.188e-02	test
SIN3A@07756	 2.580e+00	 6.679741	5.125e+00	4.192e-02	test
SIN3A@12948	 9.332e+00	 2.326624	5.201e+00	4.231e-02	test
SIN3A@01908	-4.664e+00	 5.060326	5.094e+00	4.243e-02	test
SIN3A@00454	-5.446e+00	 4.710503	5.085e+00	4.260e-02	test
SIN3A@09206	-4.670e+00	 5.011521	5.079e+00	4.270e-02	test
SIN3A@04464	 2.287e+00	 6.657069	5.066e+00	4.273e-02	test
SIN3A@09616	-3.055e+00	 5.930674	5.074e+00	4.274e-02	test
SIN3A@06328	 4.294e+00	 7.015535	5.066e+00	4.293e-02	test
SIN3A@06944	 2.620e+00	 6.352797	5.059e+00	4.300e-02	test
SIN3A@04457	 3.407e+00	 6.079627	5.060e+00	4.303e-02	test
SIN3A@06725	-2.344e+00	 6.636411	5.049e+00	4.304e-02	test
SIN3A@11694	 1.737e+00	 8.118984	5.052e+00	4.317e-02	test
SIN3A@05512	 2.765e+00	 6.784397	5.044e+00	4.331e-02	test
SIN3A@05988	 2.531e+00	 6.556419	5.044e+00	4.332e-02	test
SIN3A@04668	-4.744e+00	 4.888319	5.022e+00	4.352e-02	test
SIN3A@03544	 4.233e+00	 5.524486	5.032e+00	4.352e-02	test
SIN3A@11011	 1.016e+01	 3.145171	5.120e+00	4.368e-02	test
SIN3A@05628	-4.571e+00	 4.891896	4.991e+00	4.406e-02	test
SIN3A@07513	 3.876e+00	 5.612590	4.987e+00	4.433e-02	test
SIN3A@12012	 6.952e+00	 4.028423	4.976e+00	4.454e-02	test
SIN3A@07727	 1.457e+00	 7.917725	4.959e+00	4.466e-02	test
SIN3A@11496	-4.496e+00	 5.392528	4.968e+00	4.469e-02	test
SIN3A@04764	 2.075e+00	 7.194246	4.958e+00	4.486e-02	test
SIN3A@06410	 4.519e+00	 5.550825	4.956e+00	4.489e-02	test
SIN3A@07946	 5.042e+00	 5.295513	4.956e+00	4.490e-02	test
SIN3A@02904	-5.049e+00	 4.932356	4.954e+00	4.494e-02	test
SIN3A@04444	 3.390e+00	 6.423484	4.953e+00	4.496e-02	test
SIN3A@05455	 9.514e+00	 2.514584	5.037e+00	4.514e-02	test
SIN3A@01748	-1.504e+00	 7.770500	4.925e+00	4.528e-02	test
SIN3A@01064	-8.595e+00	 4.125731	4.933e+00	4.533e-02	test
SIN3A@09280	 2.728e+00	 6.967295	4.929e+00	4.539e-02	test
