logFC	logCPM	F	PValue	status
SIN3A@12620	 4.919e+00	 4.984521	5.469e+00	0.0280729	test
SIN3A@02847	 8.831e+00	 2.383475	5.495e+00	0.0281456	test
SIN3A@13788	-3.241e+00	 5.250075	5.451e+00	0.0283078	test
SIN3A@09065	 7.282e+00	 3.435691	5.444e+00	0.0284023	test
SIN3A@04588	 5.165e+00	 5.936094	5.443e+00	0.0284201	test
SIN3A@10152	-5.027e+00	 3.750396	5.437e+00	0.0284998	test
SIN3A@14048	-3.368e+00	 5.480249	5.436e+00	0.0285051	negative
SIN3A@07851	 2.618e+00	 7.390932	5.425e+00	0.0286601	test
SIN3A@10836	 6.528e+00	 3.239888	5.424e+00	0.0286644	test
SIN3A@10910	 7.585e+00	 3.856179	5.419e+00	0.0287368	test
SIN3A@02281	 7.464e+00	 2.860807	5.410e+00	0.0288543	test
SIN3A@00691	-3.601e+00	 4.447025	5.395e+00	0.0290536	test
SIN3A@00420	 5.638e+00	 4.430294	5.392e+00	0.0290931	test
SIN3A@08028	 2.992e+00	 7.027767	5.392e+00	0.0291042	test
SIN3A@02231	 5.211e+00	 5.351697	5.387e+00	0.0291716	test
SIN3A@08008	 3.207e+00	 7.125215	5.382e+00	0.0292403	test
SIN3A@14051	-3.494e+00	 5.015558	5.379e+00	0.0292713	negative
SIN3A@07905	 4.084e+00	 6.772564	5.366e+00	0.0294504	test
SIN3A@06375	 3.058e+00	 6.979451	5.319e+00	0.0300986	test
SIN3A@03154	 6.637e+00	 3.395712	5.302e+00	0.0303479	test
SIN3A@00042	 3.742e+00	 5.627260	5.299e+00	0.0303818	test
SIN3A@11207	 4.308e+00	 5.807871	5.299e+00	0.0303913	test
SIN3A@14423	-3.761e+00	 4.397799	5.292e+00	0.0304884	negative
SIN3A@13117	 7.121e+00	 3.404734	5.292e+00	0.0304910	test
SIN3A@06353	 5.921e+00	 4.055155	5.288e+00	0.0305361	test
SIN3A@00769	 4.337e+00	 5.190603	5.263e+00	0.0308981	test
SIN3A@11586	-5.412e+00	 2.504231	5.260e+00	0.0309455	test
SIN3A@13316	-3.349e+00	 5.103286	5.256e+00	0.0309965	test
SIN3A@08174	 2.771e+00	 7.541924	5.250e+00	0.0310896	test
SIN3A@08053	 2.621e+00	 7.381727	5.248e+00	0.0311168	test
SIN3A@10870	 7.306e+00	 2.708554	5.245e+00	0.0311563	test
SIN3A@04664	-4.486e+00	 3.114208	5.235e+00	0.0313111	test
SIN3A@10598	-3.884e+00	 4.240828	5.232e+00	0.0313526	test
SIN3A@11933	-4.275e+00	 3.718958	5.230e+00	0.0313856	test
SIN3A@11823	-5.044e+00	 2.727103	5.228e+00	0.0314151	test
SIN3A@00540	-3.958e+00	 4.381909	5.223e+00	0.0314847	test
SIN3A@06093	 4.763e+00	 5.082140	5.218e+00	0.0315552	test
SIN3A@07804	 3.369e+00	 6.277633	5.205e+00	0.0317479	test
SIN3A@01311	 6.681e+00	 3.482775	5.201e+00	0.0318171	test
SIN3A@07818	 1.979e+00	 7.869207	5.201e+00	0.0318181	test
SIN3A@07178	-3.333e+00	 5.002378	5.200e+00	0.0318245	test
SIN3A@00781	 3.229e+00	 7.119089	5.199e+00	0.0318436	test
SIN3A@06368	-5.070e+00	 2.479419	5.193e+00	0.0319283	test
SIN3A@11021	 6.738e+00	 3.538878	5.192e+00	0.0319424	test
SIN3A@07925	 3.362e+00	 6.480633	5.181e+00	0.0321077	test
SIN3A@10685	 5.994e+00	 4.249560	5.181e+00	0.0321088	test
