S1.sgName	S1.Unsorted	S2.Unsorted	S1.GnMp	S2.GnMp	S1.GpMn	S2.GpMn	status.sox2
Sox2-hU6@05688	253	109	514	122	110	134	test
Sox2-hU6@05689	8	54	20	14	13	29	test
Sox2-hU6@05690	661	706	849	1039	251	548	test
Sox2-hU6@05691	255	341	431	151	156	269	test
Sox2-hU6@05692	0	59	28	9	5	23	test
Sox2-hU6@05693	247	477	476	190	214	218	test
Sox2-hU6@05694	159	169	275	103	69	100	test
Sox2-hU6@05695	473	726	1141	334	417	384	test
Sox2-hU6@05696	236	273	263	176	147	204	test
Sox2-hU6@05697	373	291	244	299	181	226	test
Sox2-hU6@05698	255	149	318	211	97	185	test
Sox2-hU6@05699	39	28	36	27	17	15	test
Sox2-hU6@05700	47	64	123	134	94	132	test
Sox2-hU6@05701	357	495	587	256	120	296	test
Sox2-hU6@05702	40	24	58	2	0	10	test
Sox2-hU6@05703	337	427	329	461	216	316	test
Sox2-hU6@05704	114	80	272	46	45	69	test
Sox2-hU6@05705	158	212	163	196	82	198	test
Sox2-hU6@05706	142	61	189	57	132	48	test
Sox2-hU6@05707	184	139	158	66	45	70	test
Sox2-hU6@05708	146	71	156	35	67	89	test
Sox2-hU6@05709	259	255	397	184	212	245	test
Sox2-hU6@05778	29	38	27	22	14	42	test
Sox2-hU6@05779	157	100	129	79	87	25	test
Sox2-hU6@05780	251	171	321	184	146	246	test
Sox2-hU6@05781	243	186	470	158	73	111	test
Sox2-hU6@05782	317	468	637	303	284	701	test
Sox2-hU6@05783	58	225	217	90	350	220	test
Sox2-hU6@05784	813	893	1026	552	336	806	test
Sox2-hU6@05785	19	107	88	32	48	39	test
Sox2-hU6@05786	517	1402	1419	969	486	1321	test
Sox2-hU6@05787	105	60	117	73	53	75	test
Sox2-hU6@05788	198	244	414	143	120	190	test
Sox2-hU6@05789	48	45	66	15	11	31	test
Sox2-hU6@05790	25	48	43	52	39	12	test
Sox2-hU6@05791	587	648	959	764	276	727	test
Sox2-hU6@05792	245	192	352	61	83	266	test
Sox2-hU6@05793	183	182	269	48	81	110	test
Sox2-hU6@05794	343	347	534	151	204	303	test
Sox2-hU6@05795	396	677	532	287	264	404	test
Sox2-hU6@05796	315	535	387	460	135	194	test
Sox2-hU6@05797	157	273	262	176	65	175	test
Sox2-hU6@05798	67	82	205	40	60	43	test
Sox2-hU6@05799	78	72	112	21	6	92	test
Sox2-hU6@05800	91	202	254	166	66	130	test
Sox2-hU6@05801	312	248	310	165	138	175	test
Sox2-hU6@05802	356	345	401	207	219	250	test
Sox2-hU6@05803	577	797	638	322	309	645	test
Sox2-hU6@05804	244	343	365	406	124	191	test
Sox2-hU6@05805	311	255	541	504	130	392	test
Sox2-hU6@05806	112	116	282	77	103	127	test
Sox2-hU6@05807	157	48	390	97	74	108	test
Sox2-hU6@05808	338	548	437	441	94	305	test
Sox2-hU6@05809	263	284	395	168	141	242	test
Sox2-hU6@05810	659	542	1462	549	168	710	test
Sox2-hU6@05811	146	221	209	164	48	176	test
Sox2-hU6@05812	383	342	623	230	242	274	test
Sox2-hU6@05813	171	153	262	154	100	216	test
Sox2-hU6@05814	628	766	1286	581	427	995	test
Sox2-hU6@05815	523	599	887	659	305	405	test
Sox2-hU6@05816	335	502	876	254	306	347	test
Sox2-hU6@05817	114	166	123	50	69	132	test
Sox2-hU6@05818	445	409	681	388	379	312	test
Sox2-hU6@05819	243	241	280	145	58	440	test
Sox2-hU6@05820	7	37	67	28	29	53	test
Sox2-hU6@05821	749	572	842	536	427	471	test
Sox2-hU6@05822	22	106	23	55	45	16	test
Sox2-hU6@05823	183	187	274	117	420	226	test
Sox2-hU6@05824	583	761	678	446	399	828	test
Sox2-hU6@05825	907	1009	1586	710	739	1084	test
Sox2-hU6@05826	91	14	272	107	22	126	test
Sox2-hU6@05827	368	247	501	520	172	238	test
Sox2-hU6@05890	3	6	26	3	0	4	test
Sox2-hU6@05891	91	38	170	160	19	75	test
Sox2-hU6@05892	250	468	637	354	170	359	test
Sox2-hU6@05893	203	188	328	75	76	175	test
Sox2-hU6@05894	0	14	220	13	3	14	test
Sox2-hU6@05895	54	65	83	39	144	10	test
Sox2-hU6@05896	40	61	54	37	24	35	test
Sox2-hU6@05897	526	1001	982	269	295	677	test
Sox2-hU6@05898	442	507	529	308	157	484	test
Sox2-hU6@05899	468	657	934	278	235	437	test
Sox2-hU6@05900	16	8	36	25	65	41	test
Sox2-hU6@05961	795	503	1012	312	373	964	test
Sox2-hU6@05962	331	498	694	213	185	345	test
Sox2-hU6@05963	201	167	281	205	90	117	test
Sox2-hU6@05964	167	237	343	212	149	143	test
Sox2-hU6@05965	44	51	79	91	11	152	test
Sox2-hU6@05966	33	34	42	54	18	5	test
Sox2-hU6@05967	541	425	872	368	164	518	test
Sox2-hU6@05968	400	542	635	331	344	656	test
Sox2-hU6@05969	784	879	1908	621	428	551	test
Sox2-hU6@05970	305	344	322	248	92	364	test
Sox2-hU6@05971	546	1231	1248	676	372	517	test
Sox2-hU6@05972	683	624	1176	490	195	382	test
Sox2-hU6@05973	690	929	848	329	282	467	test
Sox2-hU6@05974	183	411	436	261	131	144	test
Sox2-hU6@05975	239	384	405	315	257	375	test
Sox2-hU6@05976	426	741	539	746	235	625	test
Sox2-hU6@05977	45	6	9	7	2	1	test
Sox2-hU6@05978	917	1047	1207	499	388	575	test
Sox2-hU6@05979	541	722	1135	596	157	446	test
Sox2-hU6@05980	755	645	825	274	204	686	test
Sox2-hU6@05981	792	1307	1721	1012	750	1027	test
Sox2-hU6@05982	388	450	523	231	184	385	test
Sox2-hU6@05983	121	217	342	394	180	180	test
Sox2-hU6@05984	803	537	1145	780	599	517	test
Sox2-hU6@05985	152	162	109	59	48	217	test
Sox2-hU6@05986	62	112	121	127	38	315	test
Sox2-hU6@05987	257	487	270	458	302	605	test
Sox2-hU6@05988	187	327	456	131	178	201	test
Sox2-hU6@05989	334	285	539	164	207	216	test
Sox2-hU6@05990	1103	1292	1576	793	575	970	test
Sox2-hU6@05991	996	1112	1258	730	528	543	test
Sox2-hU6@05992	260	151	263	150	145	161	test
Sox2-hU6@05993	105	50	103	12	48	107	test
Sox2-hU6@05994	363	756	402	295	146	274	test
Sox2-hU6@05995	410	444	468	190	217	457	test
Sox2-hU6@05996	13	26	46	14	1	67	test
Sox2-hU6@05997	277	553	585	261	240	232	test
Sox2-hU6@05998	509	425	777	467	79	431	test
Sox2-hU6@05999	936	761	1651	551	388	719	test
Sox2-hU6@06000	93	245	289	93	23	246	test
Sox2-hU6@06001	624	791	744	924	320	606	test
Sox2-hU6@06002	108	52	66	68	45	148	test
Sox2-hU6@06003	448	365	817	307	290	280	test
Sox2-hU6@06004	1183	873	1315	596	828	762	test
Sox2-hU6@06005	23	129	64	46	5	24	test
Sox2-hU6@06006	589	357	744	452	310	530	test
Sox2-hU6@06007	731	838	978	453	336	618	test
Sox2-hU6@06008	259	355	377	291	118	396	test
Sox2-hU6@06009	172	193	363	419	216	418	test
Sox2-hU6@06010	733	758	990	954	400	616	test
Sox2-hU6@06011	287	324	416	217	214	415	test
Sox2-hU6@06012	621	642	776	330	206	426	test
Sox2-hU6@06013	19	13	56	21	25	49	test
Sox2-hU6@06014	21	62	50	65	24	29	test
Sox2-hU6@06015	275	599	276	138	89	199	test
Sox2-hU6@06016	249	261	435	62	91	439	test
Sox2-hU6@06017	227	654	291	137	189	239	test
Sox2-hU6@06018	573	955	681	403	490	447	test
Sox2-hU6@06019	67	51	69	15	27	3	test
Sox2-hU6@06020	128	232	348	161	119	257	test
Sox2-hU6@06021	128	186	206	159	27	146	test
Sox2-hU6@06022	624	879	926	521	427	855	test
Sox2-hU6@06023	410	272	269	150	295	203	test
Sox2-hU6@06024	46	8	39	21	45	70	test
Sox2-hU6@06025	157	154	122	190	35	260	test
Sox2-hU6@06026	65	13	69	19	13	26	test
Sox2-hU6@06027	12	21	0	36	0	40	test
Sox2-hU6@06028	914	657	1021	747	248	1065	test
Sox2-hU6@06029	89	126	59	50	56	47	test
Sox2-hU6@06030	41	100	80	47	18	35	test
Sox2-hU6@06031	103	171	256	141	118	91	test
Sox2-hU6@06032	579	649	700	424	305	350	test
Sox2-hU6@06033	406	410	550	244	191	441	test
Sox2-hU6@06034	161	77	225	91	91	136	test
Sox2-hU6@06035	44	28	22	68	5	43	test
Sox2-hU6@06036	32	82	186	36	34	64	test
Sox2-hU6@06037	16	17	12	22	37	1	test
Sox2-hU6@06038	123	207	215	96	49	115	test
Sox2-hU6@06039	91	84	169	135	11	32	test
Sox2-hU6@06040	8	5	72	4	2	14	test
Sox2-hU6@06041	257	156	320	142	178	160	test
Sox2-hU6@06042	381	433	754	404	278	396	test
Sox2-hU6@06043	761	706	1473	850	322	1142	test
Sox2-hU6@06044	662	781	856	654	376	435	test
Sox2-hU6@06045	370	216	410	280	123	358	test
Sox2-hU6@06046	572	815	1023	359	462	781	test
Sox2-hU6@06047	29	307	37	11	12	38	test
Sox2-hU6@06048	328	241	150	84	144	215	test
Sox2-hU6@06049	49	76	89	31	85	103	test
Sox2-hU6@06050	100	20	40	28	4	130	test
Sox2-hU6@06051	121	184	394	142	99	153	test
Sox2-hU6@06052	0	73	10	6	2	28	test
Sox2-hU6@06053	144	232	205	201	121	158	test
Sox2-hU6@06054	397	270	542	121	157	311	test
Sox2-hU6@06055	670	610	953	564	177	811	test
Sox2-hU6@06056	107	225	244	87	63	109	test
Sox2-hU6@06057	186	192	419	152	174	259	test
Sox2-hU6@06058	118	92	264	73	5	74	test
Sox2-hU6@06059	55	59	64	213	49	70	test
Sox2-hU6@06279	425	871	876	459	242	536	test
Sox2-hU6@06280	659	715	647	459	270	658	test
Sox2-hU6@06281	105	93	131	34	37	196	test
Sox2-hU6@06282	132	188	179	112	41	88	test
Sox2-hU6@06283	204	100	76	49	79	47	test
Sox2-hU6@06284	1622	1583	1932	1215	525	1427	test
Sox2-hU6@06285	208	370	201	244	265	261	test
Sox2-hU6@06286	135	109	177	19	56	75	test
Sox2-hU6@06287	353	172	517	185	157	229	test
Sox2-hU6@06288	49	60	36	284	5	71	test
Sox2-hU6@06289	450	665	436	398	455	428	test
Sox2-hU6@06290	937	1032	846	659	474	955	test
Sox2-hU6@06291	108	110	642	37	145	143	test
Sox2-hU6@06292	290	301	390	131	144	292	test
Sox2-hU6@06293	292	451	417	174	156	303	test
Sox2-hU6@06294	21	82	113	95	33	51	test
Sox2-hU6@06295	382	641	679	262	582	717	test
Sox2-hU6@06296	97	35	24	25	11	21	test
Sox2-hU6@06297	645	554	909	548	247	258	test
Sox2-hU6@06298	28	127	100	157	67	20	test
Sox2-hU6@06299	600	490	857	598	529	501	test
Sox2-hU6@06300	1019	1187	1359	832	751	594	test
Sox2-hU6@06301	257	500	764	252	167	1346	test
Sox2-hU6@06302	586	955	1145	664	352	830	test
Sox2-hU6@06303	43	11	31	11	77	0	test
Sox2-hU6@06304	387	901	410	469	159	717	test
Sox2-hU6@06305	174	180	256	80	136	104	test
Sox2-hU6@06306	8	9	22	0	0	1	test
Sox2-hU6@06307	28	38	39	8	26	52	test
Sox2-hU6@06308	124	156	159	153	73	192	test
Sox2-hU6@06371	577	933	655	586	557	685	test
Sox2-hU6@06372	61	151	68	62	40	80	test
Sox2-hU6@06373	81	5	81	56	6	14	test
Sox2-hU6@06374	282	495	355	352	118	432	test
Sox2-hU6@06375	241	278	336	189	130	361	test
Sox2-hU6@06376	395	547	630	344	515	559	test
Sox2-hU6@06377	331	315	607	284	109	369	test
Sox2-hU6@06378	35	248	348	202	239	49	test
Sox2-hU6@06379	0	57	83	2	17	15	test
Sox2-hU6@06380	32	37	84	51	82	45	test
Sox2-hU6@06381	137	171	228	128	42	157	test
Sox2-hU6@06382	380	242	552	270	162	269	test
Sox2-hU6@06383	33	41	109	226	26	28	test
Sox2-hU6@06384	389	357	1208	235	211	256	test
Sox2-hU6@06385	1253	1110	1597	710	587	851	test
Sox2-hU6@06386	1520	1976	2485	1226	1120	1743	test
Sox2-hU6@06387	326	409	570	177	174	413	test
Sox2-hU6@06388	595	696	1106	435	296	389	test
Sox2-hU6@06389	290	246	231	182	77	204	test
Sox2-hU6@06390	369	655	576	315	191	286	test
Sox2-hU6@06391	1056	1366	1635	1164	677	1689	test
Sox2-hU6@06392	1114	1224	1605	1065	535	1086	test
Sox2-hU6@06393	704	665	760	826	342	400	test
Sox2-hU6@06394	1173	1322	1360	961	647	708	test
Sox2-hU6@06395	159	77	124	105	104	109	test
Sox2-hU6@06396	346	753	624	801	193	605	test
Sox2-hU6@06397	97	246	87	67	41	373	test
Sox2-hU6@06398	47	30	117	108	0	306	test
Sox2-hU6@06399	33	37	73	7	30	59	test
Sox2-hU6@06400	516	992	828	363	431	474	test
Sox2-hU6@06401	285	490	547	113	130	228	test
Sox2-hU6@06402	397	347	291	289	285	312	test
Sox2-hU6@06403	586	593	803	510	297	500	test
Sox2-hU6@06404	960	1561	1558	842	596	1165	test
Sox2-hU6@06405	203	481	455	494	135	536	test
Sox2-hU6@06406	42	39	59	1	6	13	test
Sox2-hU6@06407	476	820	934	850	234	2234	test
Sox2-hU6@06408	356	244	560	302	110	328	test
Sox2-hU6@06409	407	1070	891	500	206	1030	test
Sox2-hU6@06410	684	608	614	519	323	520	test
Sox2-hU6@06411	465	333	618	235	148	346	test
Sox2-hU6@06412	484	663	534	504	259	277	test
Sox2-hU6@06413	666	878	755	2668	324	828	test
Sox2-hU6@06414	1090	1804	1782	947	824	1771	test
Sox2-hU6@06415	606	912	1073	587	327	1030	test
Sox2-hU6@06416	367	351	541	262	137	303	test
Sox2-hU6@06417	102	192	102	49	49	108	test
Sox2-hU6@06418	460	540	779	379	240	498	test
Sox2-hU6@06419	28	62	30	11	0	29	test
Sox2-hU6@06420	151	100	134	52	43	48	test
Sox2-hU6@06421	21	12	41	0	3	4	test
Sox2-hU6@06422	30	71	109	249	27	103	test
Sox2-hU6@06423	365	380	601	130	187	177	test
Sox2-hU6@06424	1594	1392	1683	1986	572	1339	test
Sox2-hU6@06851	125	236	201	163	57	288	test
Sox2-hU6@06852	98	160	30	26	75	120	test
Sox2-hU6@06853	132	281	214	89	61	102	test
Sox2-hU6@06854	352	363	700	368	145	579	test
Sox2-hU6@06855	123	95	209	52	21	105	test
Sox2-hU6@06856	60	49	49	32	16	31	test
Sox2-hU6@06857	44	129	148	111	34	176	test
Sox2-hU6@06858	41	100	35	42	39	67	test
Sox2-hU6@06859	94	215	97	51	102	36	test
Sox2-hU6@06860	101	182	123	115	92	128	test
Sox2-hU6@06861	0	32	21	4	0	31	test
Sox2-hU6@06862	303	355	518	199	152	318	test
Sox2-hU6@06863	439	703	826	233	253	459	test
Sox2-hU6@06864	150	108	159	140	183	19	test
Sox2-hU6@06865	146	201	315	101	185	175	test
Sox2-hU6@06866	381	438	768	349	161	310	test
Sox2-hU6@06867	469	539	654	440	276	341	test
Sox2-hU6@06868	69	130	141	63	46	70	test
Sox2-hU6@06869	121	252	194	102	57	284	test
Sox2-hU6@06870	33	41	23	26	4	31	test
Sox2-hU6@06871	131	173	224	176	58	156	test
Sox2-hU6@06872	107	140	385	117	263	110	test
Sox2-hU6@06873	162	345	332	169	149	233	test
Sox2-hU6@06874	123	251	126	133	64	141	test
Sox2-hU6@06875	121	168	121	83	69	70	test
Sox2-hU6@06876	129	195	178	166	118	196	test
Sox2-hU6@06877	368	451	635	190	192	248	test
Sox2-hU6@06878	365	548	600	339	175	636	test
Sox2-hU6@06879	88	180	107	150	94	88	test
Sox2-hU6@06880	101	186	358	140	161	244	test
Sox2-hU6@06881	161	143	281	50	88	281	test
Sox2-hU6@06882	484	807	624	367	223	545	test
Sox2-hU6@06883	32	73	102	25	21	70	test
Sox2-hU6@06884	184	265	407	87	54	300	test
Sox2-hU6@06885	204	94	153	174	70	140	test
Sox2-hU6@06886	568	922	836	923	460	481	test
Sox2-hU6@06887	27	28	97	44	27	91	test
Sox2-hU6@06888	66	146	99	58	114	114	test
Sox2-hU6@06889	329	437	306	230	187	576	test
Sox2-hU6@06890	379	430	645	449	216	369	test
Sox2-hU6@06891	284	240	179	484	358	166	test
Sox2-hU6@06892	561	633	786	495	260	884	test
Sox2-hU6@06893	155	188	377	135	237	181	test
Sox2-hU6@06894	499	547	1238	375	303	705	test
Sox2-hU6@06895	87	266	194	119	51	372	test
Sox2-hU6@06896	301	522	444	292	248	810	test
Sox2-hU6@06897	206	120	314	119	73	144	test
Sox2-hU6@06898	0	26	49	32	10	137	test
Sox2-hU6@06899	134	78	130	90	60	86	test
Sox2-hU6@06900	494	599	533	184	136	565	test
Sox2-hU6@06901	165	336	289	116	50	205	test
Sox2-hU6@06902	128	350	477	415	216	142	test
Sox2-hU6@06903	384	303	515	239	61	153	test
Sox2-hU6@06904	219	231	659	520	209	273	test
Sox2-hU6@06905	516	531	548	512	243	461	test
Sox2-hU6@06906	67	26	104	31	17	1	test
Sox2-hU6@06907	590	617	521	645	258	398	test
Sox2-hU6@06908	635	812	807	838	297	856	test
Sox2-hU6@06909	138	391	449	229	150	537	test
Sox2-hU6@06910	309	257	319	368	89	142	test
Sox2-hU6@06911	38	84	21	3	0	85	test
Sox2-hU6@06912	100	78	67	158	23	16	test
Sox2-hU6@06913	623	640	811	354	332	422	test
Sox2-hU6@06914	391	640	499	273	232	657	test
Sox2-hU6@06915	504	607	752	313	439	426	test
Sox2-hU6@06916	277	372	360	332	288	221	test
Sox2-hU6@06917	811	894	1299	1108	682	906	test
Sox2-hU6@06918	382	699	937	522	327	620	test
Sox2-hU6@06919	303	755	915	296	332	417	test
Sox2-hU6@06920	174	311	259	152	150	231	test
Sox2-hU6@06921	29	6	29	47	12	62	test
Sox2-hU6@06922	226	487	393	250	126	252	test
Sox2-hU6@06923	650	533	1035	393	288	454	test
Sox2-hU6@06924	348	718	497	807	142	612	test
Sox2-hU6@06925	36	46	74	1	46	15	test
Sox2-hU6@07254	293	469	583	307	118	234	test
Sox2-hU6@07255	1500	1124	1710	776	536	1662	test
Sox2-hU6@07256	121	189	274	100	24	495	test
Sox2-hU6@07257	533	364	674	292	278	367	test
Sox2-hU6@07258	451	812	634	552	175	468	test
Sox2-hU6@07259	304	256	674	364	129	560	test
Sox2-hU6@07372	276	482	469	808	145	341	test
Sox2-hU6@07373	152	95	122	88	78	23	test
Sox2-hU6@07374	28	34	74	32	0	9	test
Sox2-hU6@07375	59	11	16	35	2	63	test
Sox2-hU6@07376	115	197	214	83	123	156	test
Sox2-hU6@07377	34	32	12	6	4	96	test
Sox2-hU6@07378	146	317	109	109	108	87	test
Sox2-hU6@07458	127	151	178	54	92	94	test
Sox2-hU6@07459	731	942	1228	497	382	888	test
Sox2-hU6@07460	659	566	1023	310	334	277	test
Sox2-hU6@07461	9	33	0	17	35	2	test
Sox2-hU6@07462	673	703	1584	642	272	847	test
Sox2-hU6@07463	163	203	380	97	110	199	test
Sox2-hU6@07464	469	549	794	317	407	546	test
Sox2-hU6@07465	263	259	666	318	176	288	test
Sox2-hU6@07466	162	303	362	56	129	269	test
Sox2-hU6@07467	691	841	947	397	224	571	test
Sox2-hU6@07468	469	715	641	288	175	382	test
Sox2-hU6@07469	276	221	441	145	204	207	test
Sox2-hU6@07470	43	79	97	15	31	12	test
Sox2-hU6@07471	62	239	184	487	36	63	test
Sox2-hU6@07472	340	530	691	419	172	468	test
Sox2-hU6@07473	57	197	62	82	60	25	test
Sox2-hU6@07474	147	250	356	211	148	147	test
Sox2-hU6@07475	509	864	1055	554	282	1140	test
Sox2-hU6@07476	488	731	604	1069	352	334	test
Sox2-hU6@07477	507	627	762	576	338	503	test
Sox2-hU6@07478	456	979	779	505	352	415	test
Sox2-hU6@07479	422	675	631	716	234	260	test
Sox2-hU6@07480	290	181	396	313	142	321	test
Sox2-hU6@07481	157	116	119	25	31	45	test
Sox2-hU6@07482	214	352	437	394	187	430	test
Sox2-hU6@07483	538	674	937	437	450	649	test
Sox2-hU6@07484	432	300	557	314	153	186	test
Sox2-hU6@07485	227	220	268	135	124	145	test
Sox2-hU6@07486	43	73	118	59	65	14	test
Sox2-hU6@07487	85	21	103	16	17	17	test
Sox2-hU6@07488	59	14	49	112	47	36	test
Sox2-hU6@07489	381	828	888	558	217	701	test
Sox2-hU6@07490	817	719	881	455	267	617	test
Sox2-hU6@07491	135	110	81	67	32	65	test
Sox2-hU6@07492	383	308	542	413	109	409	test
Sox2-hU6@07493	332	568	344	153	214	404	test
Sox2-hU6@07494	454	938	535	563	147	663	test
Sox2-hU6@07495	90	530	254	282	114	407	test
Sox2-hU6@07496	889	1396	1232	1039	445	822	test
Sox2-hU6@07497	282	484	838	295	171	526	test
Sox2-hU6@07498	717	1326	923	558	261	1452	test
Sox2-hU6@07499	83	130	153	54	8	292	test
Sox2-hU6@07500	222	428	205	331	135	347	test
Sox2-hU6@07501	725	533	739	569	456	532	test
Sox2-hU6@07502	279	387	237	139	110	191	test
Sox2-hU6@07503	0	18	6	12	0	6	test
Sox2-hU6@07504	30	19	20	0	12	4	test
Sox2-hU6@07505	321	379	612	175	266	447	test
Sox2-hU6@07506	583	833	868	405	313	485	test
Sox2-hU6@07507	335	220	645	192	381	233	test
Sox2-hU6@07508	147	146	274	227	29	91	test
Sox2-hU6@07509	145	195	179	106	75	206	test
Sox2-hU6@07510	675	865	783	269	392	310	test
Sox2-hU6@07511	449	574	826	248	289	452	test
Sox2-hU6@07512	0	27	0	6	4	6	test
Sox2-hU6@07513	112	73	96	110	35	123	test
Sox2-hU6@07514	9	20	15	1	0	16	test
Sox2-hU6@07515	249	389	519	241	128	254	test
Sox2-hU6@07516	230	281	466	172	64	163	test
Sox2-hU6@07517	403	332	613	277	129	247	test
Sox2-hU6@07518	64	64	116	45	2	67	test
Sox2-hU6@07519	3	35	22	68	5	0	test
Sox2-hU6@07520	23	8	60	48	0	10	test
Sox2-hU6@07521	175	237	516	167	188	328	test
Sox2-hU6@07522	252	303	311	165	276	423	test
Sox2-hU6@07523	279	263	298	85	48	146	test
Sox2-hU6@07524	711	879	1115	504	316	636	test
Sox2-hU6@07525	12	36	132	6	37	33	test
Sox2-hU6@07526	15	5	46	28	9	18	test
Sox2-hU6@07527	682	824	1512	326	431	908	test
Sox2-hU6@07528	160	362	395	162	168	389	test
Sox2-hU6@07529	690	990	1582	477	281	1097	test
Sox2-hU6@07530	104	118	190	86	163	120	test
Sox2-hU6@07531	182	295	370	474	111	150	test
Sox2-hU6@07532	479	509	555	403	690	174	test
Sox2-hU6@07533	437	354	855	195	379	452	test
Sox2-hU6@07534	22	102	89	104	7	230	test
Sox2-hU6@07535	579	773	972	660	256	626	test
Sox2-hU6@07536	548	792	896	443	362	511	test
Sox2-hU6@07537	633	1215	880	3188	503	1226	test
Sox2-hU6@07538	536	637	539	1263	258	746	test
Sox2-hU6@07539	368	611	836	326	419	246	test
Sox2-hU6@07540	147	152	293	185	10	700	test
Sox2-hU6@07541	52	53	35	9	53	21	test
Sox2-hU6@07816	464	770	882	423	588	712	test
Sox2-hU6@07817	899	933	1256	542	282	1026	test
Sox2-hU6@07818	410	177	716	536	253	386	test
Sox2-hU6@07819	88	158	84	55	53	199	test
Sox2-hU6@07820	500	498	569	193	211	572	test
Sox2-hU6@07821	51	28	156	224	47	59	test
Sox2-hU6@07822	903	683	1258	521	396	818	test
Sox2-hU6@07823	324	338	776	433	265	307	test
Sox2-hU6@07824	1385	2629	2058	1387	842	2114	test
Sox2-hU6@07825	407	280	337	225	249	984	test
Sox2-hU6@07826	419	512	459	257	110	359	test
Sox2-hU6@07827	659	567	997	675	372	748	test
Sox2-hU6@07828	61	20	60	15	28	2	test
Sox2-hU6@07829	187	101	159	51	89	93	test
Sox2-hU6@07830	318	576	574	818	309	316	test
Sox2-hU6@07831	75	20	67	20	14	0	test
Sox2-hU6@07832	349	301	322	95	123	241	test
Sox2-hU6@07833	501	499	749	386	233	537	test
Sox2-hU6@07834	673	811	1046	655	337	527	test
Sox2-hU6@07835	630	730	902	493	480	436	test
Sox2-hU6@07983	427	384	474	408	171	260	test
Sox2-hU6@07984	202	308	245	204	204	214	test
Sox2-hU6@07985	260	411	432	296	318	162	test
Sox2-hU6@07986	124	128	280	157	23	242	test
Sox2-hU6@08166	188	311	654	288	114	618	test
Sox2-hU6@08167	19	25	19	122	13	59	test
Sox2-hU6@08168	1596	2420	2844	2111	958	2277	test
Sox2-hU6@08169	441	355	410	263	198	224	test
Sox2-hU6@08170	30	26	56	9	5	0	test
Sox2-hU6@08171	567	444	773	711	290	250	test
Sox2-hU6@08172	396	361	674	389	414	400	test
Sox2-hU6@08173	313	649	526	374	145	419	test
Sox2-hU6@08174	680	919	1203	356	367	580	test
Sox2-hU6@08175	237	276	199	152	74	103	test
Sox2-hU6@08176	182	259	217	183	87	212	test
Sox2-hU6@08177	312	373	757	345	123	374	test
Sox2-hU6@08178	323	281	203	156	88	205	test
Sox2-hU6@08179	14	31	6	47	45	0	test
Sox2-hU6@08180	91	285	155	124	64	125	test
Sox2-hU6@08181	10	0	0	0	0	0	test
Sox2-hU6@08182	370	257	499	317	90	312	test
Sox2-hU6@08183	76	67	49	25	0	29	test
Sox2-hU6@08184	102	154	186	102	128	188	test
Sox2-hU6@08185	167	130	799	166	78	147	test
Sox2-hU6@08186	249	212	422	95	155	272	test
Sox2-hU6@08187	51	29	53	6	17	37	test
Sox2-hU6@08188	47	37	57	10	25	40	test
Sox2-hU6@08189	24	202	310	79	31	162	test
Sox2-hU6@08190	22	31	23	19	29	0	test
Sox2-hU6@08191	64	142	159	39	30	136	test
Sox2-hU6@08192	22	70	68	9	22	24	test
Sox2-hU6@08193	13	46	18	3	15	6	test
Sox2-hU6@08194	240	297	785	185	122	330	test
Sox2-hU6@08195	365	471	373	176	129	318	test
Sox2-hU6@08196	124	177	174	60	83	142	test
Sox2-hU6@08197	154	378	138	80	119	175	test
Sox2-hU6@08198	317	487	449	254	116	271	test
Sox2-hU6@08199	52	69	58	48	29	7	test
Sox2-hU6@08200	128	380	328	184	61	133	test
Sox2-hU6@08201	84	59	183	65	48	156	test
Sox2-hU6@08202	138	125	153	117	85	169	test
Sox2-hU6@08203	285	215	360	172	259	324	test
Sox2-hU6@08204	104	62	35	57	54	45	test
Sox2-hU6@08205	72	65	35	98	15	17	test
Sox2-hU6@08206	29	38	52	41	23	161	test
Sox2-hU6@08207	703	1369	875	489	419	984	test
Sox2-hU6@08208	31	9	15	1	0	20	test
Sox2-hU6@08209	325	430	1033	193	197	241	test
Sox2-hU6@08210	411	506	520	305	256	476	test
Sox2-hU6@08211	522	482	681	334	228	411	test
Sox2-hU6@08212	65	109	249	59	47	203	test
Sox2-hU6@08213	38	21	18	4	19	28	test
Sox2-hU6@08214	5	12	5	0	2	3	test
Sox2-hU6@08215	60	12	94	21	3	3	test
Sox2-hU6@08216	17	19	16	17	6	16	test
Sox2-hU6@08217	414	711	598	378	314	539	test
Sox2-hU6@08218	183	191	186	79	24	95	test
Sox2-hU6@08219	252	135	136	83	84	171	test
Sox2-hU6@08220	208	266	174	104	84	85	test
Sox2-hU6@08221	112	135	176	69	34	171	test
Sox2-hU6@08222	45	135	199	49	74	96	test
Sox2-hU6@08223	249	207	247	74	107	148	test
Sox2-hU6@08224	220	308	256	260	205	191	test
Sox2-hU6@08225	4	52	81	8	1	14	test
Sox2-hU6@08226	341	240	400	225	118	212	test
Sox2-hU6@08227	291	435	312	62	100	243	test
Sox2-hU6@08228	228	259	338	199	162	304	test
Sox2-hU6@08229	175	137	228	247	105	227	test
Sox2-hU6@08230	235	291	256	211	106	334	test
Sox2-hU6@08231	40	35	31	2	56	23	test
Sox2-hU6@08232	441	276	298	157	196	319	test
Sox2-hU6@08233	28	34	248	47	31	107	test
