S1.sgName	S1.Unsorted	S2.Unsorted	S1.GnMp	S2.GnMp	S1.GpMn	S2.GpMn	status.sox2
Sox2-hU6@00354	67	39	134	239	14	35	test
Sox2-hU6@00355	277	399	570	504	115	180	test
Sox2-hU6@00356	516	630	669	271	282	284	test
Sox2-hU6@00357	258	382	446	181	150	214	test
Sox2-hU6@00358	187	248	624	401	93	287	test
Sox2-hU6@00359	352	512	884	295	174	912	test
Sox2-hU6@00360	251	352	254	126	206	287	test
Sox2-hU6@00361	410	423	593	262	90	380	test
Sox2-hU6@00362	396	537	527	498	305	348	test
Sox2-hU6@00363	25	48	45	116	17	57	test
Sox2-hU6@00364	121	367	292	465	89	205	test
Sox2-hU6@00365	12	33	15	12	0	0	test
Sox2-hU6@00366	27	9	14	10	14	1	test
Sox2-hU6@00367	766	717	756	478	552	574	test
Sox2-hU6@00368	316	618	644	400	324	433	test
Sox2-hU6@00369	212	326	465	280	123	312	test
Sox2-hU6@00370	353	271	517	146	157	275	test
Sox2-hU6@00371	54	135	112	51	33	41	test
Sox2-hU6@00372	490	465	803	253	263	358	test
Sox2-hU6@00373	142	88	65	43	39	91	test
Sox2-hU6@00374	151	279	179	76	42	321	test
Sox2-hU6@00375	53	151	146	34	45	82	test
Sox2-hU6@00376	319	455	523	381	255	391	test
Sox2-hU6@00377	164	402	372	153	108	160	test
Sox2-hU6@00378	20	25	43	7	27	18	test
Sox2-hU6@00379	161	116	269	147	62	57	test
Sox2-hU6@00380	339	189	432	274	97	121	test
Sox2-hU6@00381	696	874	911	1013	316	428	test
Sox2-hU6@00382	419	597	730	253	246	576	test
Sox2-hU6@00383	208	489	321	150	103	234	test
Sox2-hU6@00384	1048	1258	1630	1093	538	1634	test
Sox2-hU6@00385	463	507	730	447	502	421	test
Sox2-hU6@00386	181	391	298	100	181	106	test
Sox2-hU6@00387	152	276	379	187	204	137	test
Sox2-hU6@00388	243	383	540	313	119	222	test
Sox2-hU6@00389	139	369	211	161	14	181	test
Sox2-hU6@00390	172	201	290	109	96	237	test
Sox2-hU6@00391	358	475	643	172	224	330	test
Sox2-hU6@00392	775	831	1269	459	666	864	test
Sox2-hU6@00393	510	695	616	566	267	407	test
Sox2-hU6@00394	814	765	1198	726	461	564	test
Sox2-hU6@00395	149	210	325	132	49	319	test
Sox2-hU6@00396	204	317	250	267	19	251	test
Sox2-hU6@00397	710	493	1045	420	486	435	test
Sox2-hU6@00398	55	63	128	16	19	26	test
Sox2-hU6@00399	1194	1278	1865	943	658	1131	test
Sox2-hU6@00400	110	213	310	90	180	109	test
Sox2-hU6@00401	18	1	27	0	14	0	test
Sox2-hU6@00402	528	696	842	431	474	698	test
Sox2-hU6@00403	452	685	947	414	276	561	test
Sox2-hU6@00404	313	366	829	241	185	388	test
Sox2-hU6@00405	75	109	71	34	31	114	test
Sox2-hU6@00406	237	330	332	252	1386	171	test
Sox2-hU6@00407	280	406	366	174	107	208	test
Sox2-hU6@00408	452	530	641	378	230	439	test
Sox2-hU6@00409	248	204	541	400	130	253	test
Sox2-hU6@00410	280	296	502	84	218	263	test
Sox2-hU6@00411	658	581	1581	348	431	519	test
Sox2-hU6@00412	152	280	185	48	60	107	test
Sox2-hU6@00413	54	98	175	69	81	57	test
Sox2-hU6@00414	59	81	167	123	38	117	test
Sox2-hU6@00415	426	329	479	206	230	455	test
Sox2-hU6@00416	274	155	259	257	341	151	test
Sox2-hU6@00417	278	659	569	274	203	468	test
Sox2-hU6@00418	16	5	20	29	47	6	test
Sox2-hU6@00419	148	253	238	137	81	192	test
Sox2-hU6@00420	65	75	173	34	20	61	test
Sox2-hU6@00421	30	59	56	40	57	182	test
Sox2-hU6@00422	44	363	38	151	25	30	test
Sox2-hU6@00423	577	543	942	424	302	823	test
Sox2-hU6@00424	306	370	461	267	202	232	test
Sox2-hU6@00425	31	26	19	10	30	22	test
Sox2-hU6@00426	164	246	260	217	76	233	test
Sox2-hU6@00427	315	300	675	105	250	164	test
Sox2-hU6@00428	59	26	15	14	49	20	test
Sox2-hU6@00429	735	515	968	546	541	587	test
Sox2-hU6@00430	483	317	633	360	178	360	test
Sox2-hU6@00431	138	179	108	52	54	77	test
Sox2-hU6@00432	550	639	1083	778	292	566	test
Sox2-hU6@00433	14	165	85	113	72	82	test
Sox2-hU6@00447	86	86	137	40	59	57	test
Sox2-hU6@00448	11	21	61	55	23	21	test
Sox2-hU6@00449	57	78	139	60	40	80	test
Sox2-hU6@00450	303	518	577	417	224	378	test
Sox2-hU6@00451	140	220	282	167	86	214	test
Sox2-hU6@00452	772	789	1118	452	256	577	test
Sox2-hU6@00453	167	153	354	85	121	179	test
Sox2-hU6@00454	45	29	39	29	24	20	test
Sox2-hU6@00455	534	278	659	323	413	268	test
Sox2-hU6@00456	398	488	616	260	274	264	test
Sox2-hU6@00457	117	277	255	165	99	138	test
Sox2-hU6@00458	786	740	1226	460	420	1195	test
Sox2-hU6@00459	13	3	16	8	16	48	test
Sox2-hU6@00460	1059	572	1571	755	435	655	test
Sox2-hU6@00461	355	676	818	645	329	638	test
Sox2-hU6@00462	277	177	543	437	45	143	test
Sox2-hU6@00463	1892	1915	2741	1794	978	1981	test
Sox2-hU6@00464	645	589	827	613	247	544	test
Sox2-hU6@00465	394	529	369	268	314	706	test
Sox2-hU6@00466	644	633	1200	503	426	520	test
Sox2-hU6@00467	126	182	92	90	100	73	test
Sox2-hU6@00732	620	1138	884	625	371	914	test
Sox2-hU6@00733	628	412	746	271	373	490	test
Sox2-hU6@00734	382	376	708	405	427	299	test
Sox2-hU6@00735	603	552	684	287	453	820	test
Sox2-hU6@00736	384	188	477	92	135	219	test
Sox2-hU6@00737	475	472	941	394	178	493	test
Sox2-hU6@00738	952	673	963	426	265	674	test
Sox2-hU6@00739	404	424	795	304	186	645	test
Sox2-hU6@00740	210	137	217	66	70	220	test
Sox2-hU6@00741	342	257	193	65	113	156	test
Sox2-hU6@00742	830	1070	1520	639	366	829	test
Sox2-hU6@00743	64	80	148	40	35	769	test
Sox2-hU6@00744	642	1097	958	762	391	665	test
Sox2-hU6@00745	681	431	902	569	180	622	test
Sox2-hU6@00746	615	596	660	305	106	649	test
Sox2-hU6@00747	108	110	140	20	49	86	test
Sox2-hU6@00748	199	123	259	287	234	133	test
Sox2-hU6@00749	228	259	332	179	175	151	test
Sox2-hU6@00750	1764	2072	2696	1416	920	2183	test
Sox2-hU6@00751	744	1145	1268	769	593	703	test
Sox2-hU6@00752	145	120	339	121	50	115	test
Sox2-hU6@00753	5	1	56	1	22	7	test
Sox2-hU6@00754	203	228	85	59	103	289	test
Sox2-hU6@00755	228	215	228	461	174	341	test
Sox2-hU6@00756	330	589	377	234	220	419	test
Sox2-hU6@00757	342	395	671	303	207	285	test
Sox2-hU6@00758	435	235	722	535	204	220	test
Sox2-hU6@00759	137	208	236	39	108	120	test
Sox2-hU6@00760	28	33	62	2	56	17	test
Sox2-hU6@00761	245	191	361	263	237	264	test
Sox2-hU6@00762	39	44	21	51	4	44	test
Sox2-hU6@00763	59	559	119	92	41	57	test
Sox2-hU6@00764	319	560	515	274	268	339	test
Sox2-hU6@00765	18	110	144	27	46	31	test
Sox2-hU6@00766	183	171	223	74	80	161	test
Sox2-hU6@00767	230	523	521	271	173	314	test
Sox2-hU6@00768	213	89	356	310	137	220	test
Sox2-hU6@00769	136	351	516	121	54	264	test
Sox2-hU6@00770	0	10	10	5	0	77	test
Sox2-hU6@00771	219	228	364	241	75	138	test
Sox2-hU6@00772	14	17	15	34	1	92	test
Sox2-hU6@00773	798	322	650	765	324	459	test
Sox2-hU6@00774	536	997	994	638	493	644	test
Sox2-hU6@00775	584	528	753	425	225	384	test
Sox2-hU6@00776	24	6	22	26	18	10	test
Sox2-hU6@00777	621	739	842	1074	449	588	test
Sox2-hU6@00778	67	114	73	77	9	40	test
Sox2-hU6@00779	110	60	19	12	60	26	test
Sox2-hU6@00780	251	211	229	146	169	133	test
Sox2-hU6@00781	30	89	97	48	9	82	test
Sox2-hU6@00782	48	11	2	12	38	11	test
Sox2-hU6@00783	697	663	734	405	496	478	test
Sox2-hU6@00784	56	86	100	42	23	46	test
Sox2-hU6@00785	173	90	357	147	98	164	test
Sox2-hU6@00786	40	53	62	14	70	20	test
Sox2-hU6@00787	366	414	282	191	86	160	test
Sox2-hU6@00788	42	28	129	21	108	85	test
Sox2-hU6@00789	608	1430	1154	668	464	1354	test
Sox2-hU6@00790	113	184	220	89	87	152	test
Sox2-hU6@00791	272	302	298	416	104	147	test
Sox2-hU6@00792	401	470	586	200	225	765	test
Sox2-hU6@00793	102	198	182	250	107	98	test
Sox2-hU6@00794	40	4	29	10	11	15	test
Sox2-hU6@00795	421	358	671	351	205	641	test
Sox2-hU6@00796	282	394	703	354	201	453	test
Sox2-hU6@00797	177	66	352	60	133	66	test
Sox2-hU6@00798	344	221	242	160	200	210	test
Sox2-hU6@00799	89	152	200	101	51	104	test
Sox2-hU6@00800	70	55	46	35	32	111	test
Sox2-hU6@00801	529	862	776	802	238	1003	test
Sox2-hU6@00802	119	69	196	110	245	176	test
Sox2-hU6@00803	570	430	1005	592	352	561	test
Sox2-hU6@00804	15	40	42	73	5	62	test
Sox2-hU6@00805	127	185	144	292	33	109	test
Sox2-hU6@00806	74	167	287	63	153	117	test
Sox2-hU6@00807	88	115	141	95	144	61	test
Sox2-hU6@00884	266	338	287	839	258	239	test
Sox2-hU6@00885	419	396	734	275	276	346	test
Sox2-hU6@00886	103	337	128	160	63	178	test
Sox2-hU6@00887	853	754	1022	522	388	708	test
Sox2-hU6@00888	653	790	692	480	187	426	test
Sox2-hU6@00889	184	144	369	108	188	100	test
Sox2-hU6@00890	173	242	249	162	190	247	test
Sox2-hU6@00891	565	956	505	352	308	370	test
Sox2-hU6@01052	529	292	354	315	295	553	test
Sox2-hU6@01053	37	1	21	36	0	84	test
Sox2-hU6@01054	118	94	219	80	14	202	test
Sox2-hU6@01055	407	564	1240	232	232	337	test
Sox2-hU6@01056	11	7	6	2	161	21	test
Sox2-hU6@01057	320	746	569	579	226	369	test
Sox2-hU6@01058	250	389	179	97	96	735	test
Sox2-hU6@01059	601	488	537	321	189	390	test
Sox2-hU6@01060	943	1133	1126	493	499	1027	test
Sox2-hU6@01061	680	1047	934	603	435	589	test
Sox2-hU6@01062	670	1148	938	921	451	892	test
Sox2-hU6@01063	914	757	1057	406	584	622	test
Sox2-hU6@01064	190	106	288	378	55	82	test
Sox2-hU6@01065	661	454	1094	422	345	787	test
Sox2-hU6@01066	99	37	68	26	51	78	test
Sox2-hU6@01067	303	301	1117	137	252	325	test
Sox2-hU6@01068	10	47	41	7	42	44	test
Sox2-hU6@01069	200	316	1014	248	137	652	test
Sox2-hU6@01070	432	654	737	309	308	260	test
Sox2-hU6@01071	552	656	742	392	92	456	test
Sox2-hU6@01072	48	50	46	32	22	25	test
Sox2-hU6@01073	235	348	401	38	85	182	test
Sox2-hU6@01074	12	34	36	42	40	22	test
Sox2-hU6@01075	499	587	493	402	345	568	test
Sox2-hU6@01076	255	192	191	112	105	313	test
Sox2-hU6@01077	45	28	56	82	9	41	test
Sox2-hU6@01078	529	291	970	406	238	393	test
Sox2-hU6@01079	351	220	908	212	229	239	test
Sox2-hU6@01080	219	239	229	106	98	158	test
Sox2-hU6@01081	85	234	285	122	121	188	test
Sox2-hU6@01082	172	246	236	135	87	305	test
Sox2-hU6@01083	464	521	867	258	241	474	test
Sox2-hU6@01084	400	564	836	617	337	366	test
Sox2-hU6@01085	48	127	65	90	116	59	test
Sox2-hU6@01086	76	37	44	234	8	54	test
Sox2-hU6@01087	946	1400	1698	696	493	1082	test
Sox2-hU6@02618	325	340	397	183	274	466	test
Sox2-hU6@02619	328	273	556	350	239	472	test
Sox2-hU6@02620	242	186	352	328	99	207	test
Sox2-hU6@02621	68	99	252	117	29	27	test
Sox2-hU6@02622	254	345	457	446	177	284	test
Sox2-hU6@02623	697	725	1036	1128	332	671	test
Sox2-hU6@02624	391	148	390	144	119	221	test
Sox2-hU6@02625	0	2	27	30	20	0	test
Sox2-hU6@02626	278	245	656	177	80	168	test
Sox2-hU6@02627	640	457	793	415	300	352	test
Sox2-hU6@02628	211	202	471	273	179	374	test
Sox2-hU6@02629	685	754	932	576	306	636	test
Sox2-hU6@02630	520	486	647	248	170	355	test
Sox2-hU6@02631	162	315	507	306	184	273	test
Sox2-hU6@02632	50	78	184	68	18	363	test
Sox2-hU6@02633	18	57	49	47	44	132	test
Sox2-hU6@02634	113	29	64	29	63	69	test
Sox2-hU6@02635	240	263	180	185	153	111	test
Sox2-hU6@02636	645	522	724	713	258	770	test
Sox2-hU6@02637	192	176	246	96	23	219	test
Sox2-hU6@02638	366	360	663	279	348	347	test
Sox2-hU6@02639	202	222	660	124	117	198	test
Sox2-hU6@02640	335	579	703	212	197	468	test
Sox2-hU6@02641	44	12	134	30	25	14	test
Sox2-hU6@02642	134	180	247	75	83	76	test
Sox2-hU6@02643	512	314	455	87	364	314	test
Sox2-hU6@02644	387	337	373	199	237	257	test
Sox2-hU6@02645	302	204	215	212	108	149	test
Sox2-hU6@02646	33	29	75	0	40	6	test
Sox2-hU6@02647	354	317	540	436	138	213	test
Sox2-hU6@02648	41	61	28	25	68	37	test
Sox2-hU6@02649	99	220	269	167	91	198	test
Sox2-hU6@02650	336	528	1117	671	31	703	test
Sox2-hU6@02651	1724	1853	2177	1150	929	1129	test
Sox2-hU6@02652	384	330	819	213	201	236	test
Sox2-hU6@02653	457	586	943	438	260	394	test
Sox2-hU6@02654	403	340	390	110	352	350	test
Sox2-hU6@02655	381	348	927	243	127	272	test
Sox2-hU6@02656	672	738	818	711	416	826	test
Sox2-hU6@02657	279	598	328	244	142	304	test
Sox2-hU6@02658	354	376	496	327	238	211	test
Sox2-hU6@02659	67	84	234	79	157	67	test
Sox2-hU6@02660	599	470	624	285	373	980	test
Sox2-hU6@02661	398	549	544	328	231	478	test
Sox2-hU6@02662	141	144	164	122	60	90	test
Sox2-hU6@02663	4	60	71	68	27	8	test
Sox2-hU6@02664	122	294	221	157	57	152	test
Sox2-hU6@02665	121	104	131	23	28	39	test
Sox2-hU6@02666	169	173	337	184	142	247	test
Sox2-hU6@02667	318	424	252	111	152	121	test
Sox2-hU6@02668	65	88	89	26	21	84	test
Sox2-hU6@02669	840	800	985	525	287	533	test
Sox2-hU6@02670	783	871	1729	900	562	843	test
Sox2-hU6@02671	180	80	139	41	68	203	test
Sox2-hU6@02672	127	130	274	67	63	128	test
Sox2-hU6@02673	1351	1824	1815	1392	1060	1309	test
Sox2-hU6@02674	88	64	87	281	22	77	test
Sox2-hU6@02675	479	571	788	504	442	696	test
Sox2-hU6@02676	495	456	593	487	342	414	test
Sox2-hU6@02677	432	424	797	286	316	600	test
Sox2-hU6@02678	174	196	276	147	122	239	test
Sox2-hU6@02679	616	701	924	186	428	333	test
Sox2-hU6@02680	233	124	311	158	75	447	test
Sox2-hU6@02681	286	488	383	210	145	636	test
Sox2-hU6@02682	97	93	135	45	55	61	test
Sox2-hU6@02683	320	735	491	344	144	555	test
Sox2-hU6@02684	346	527	422	155	102	381	test
Sox2-hU6@02685	327	523	509	462	151	261	test
Sox2-hU6@02686	4	16	13	1	8	3	test
Sox2-hU6@02687	447	553	629	220	275	884	test
Sox2-hU6@02688	129	92	216	120	77	183	test
Sox2-hU6@02689	103	81	209	38	56	26	test
Sox2-hU6@02690	37	47	38	21	0	82	test
Sox2-hU6@02691	642	754	951	477	501	789	test
Sox2-hU6@02692	882	865	1157	924	372	987	test
Sox2-hU6@02693	70	101	96	151	46	249	test
Sox2-hU6@02694	603	957	1281	569	376	1798	test
Sox2-hU6@02695	480	244	313	151	265	287	test
Sox2-hU6@02696	423	482	619	397	232	275	test
Sox2-hU6@02697	343	460	649	200	125	371	test
Sox2-hU6@02698	11	9	35	9	7	44	test
Sox2-hU6@02699	42	20	61	10	18	8	test
Sox2-hU6@02700	130	239	180	26	96	125	test
Sox2-hU6@02701	451	260	934	634	356	411	test
Sox2-hU6@02702	215	410	622	320	227	295	test
Sox2-hU6@02703	486	472	643	235	267	392	test
Sox2-hU6@02704	474	629	1164	271	330	447	test
Sox2-hU6@02705	253	269	365	801	161	404	test
Sox2-hU6@02706	641	595	925	697	527	675	test
Sox2-hU6@02707	348	542	717	558	182	344	test
Sox2-hU6@02708	321	251	573	338	182	328	test
Sox2-hU6@02709	174	152	181	71	43	119	test
Sox2-hU6@02710	16	26	65	76	48	18	test
Sox2-hU6@02711	345	565	716	181	174	266	test
Sox2-hU6@02712	292	474	419	136	195	339	test
Sox2-hU6@02713	387	659	652	367	328	406	test
Sox2-hU6@02714	343	487	757	377	294	427	test
Sox2-hU6@02715	437	421	805	437	316	295	test
Sox2-hU6@02716	13	169	237	53	22	47	test
Sox2-hU6@02717	669	1114	740	459	401	423	test
Sox2-hU6@02718	95	62	94	61	125	40	test
Sox2-hU6@02719	265	330	405	176	85	284	test
Sox2-hU6@02720	99	160	223	60	44	215	test
Sox2-hU6@02721	240	353	532	184	137	376	test
Sox2-hU6@02722	1312	1555	1577	848	550	1314	test
Sox2-hU6@02723	22	154	94	368	20	135	test
Sox2-hU6@02724	367	309	396	315	164	508	test
Sox2-hU6@02725	319	347	522	186	339	255	test
Sox2-hU6@02726	395	523	602	449	235	526	test
Sox2-hU6@02727	117	120	215	57	59	95	test
Sox2-hU6@02728	873	1770	1222	925	451	907	test
Sox2-hU6@02729	608	601	873	667	329	444	test
Sox2-hU6@02730	409	865	595	497	330	481	test
Sox2-hU6@02731	132	268	445	88	46	175	test
Sox2-hU6@02732	599	794	668	307	522	797	test
Sox2-hU6@02733	360	259	759	452	218	288	test
Sox2-hU6@02734	245	390	341	156	134	310	test
Sox2-hU6@02735	346	553	565	227	415	321	test
Sox2-hU6@02736	202	176	219	99	67	303	test
Sox2-hU6@02737	163	664	412	354	193	439	test
Sox2-hU6@02738	200	159	408	145	65	97	test
Sox2-hU6@02739	102	79	149	149	67	99	test
Sox2-hU6@02740	207	181	372	240	106	211	test
Sox2-hU6@02741	284	329	610	313	256	432	test
Sox2-hU6@02742	301	576	603	332	172	795	test
Sox2-hU6@02743	160	208	290	150	106	38	test
Sox2-hU6@02744	41	23	24	55	6	8	test
Sox2-hU6@02745	216	235	290	138	206	171	test
Sox2-hU6@02746	271	273	422	113	267	246	test
Sox2-hU6@02747	63	37	113	156	9	214	test
Sox2-hU6@02748	166	183	352	349	65	140	test
Sox2-hU6@02749	45	53	115	80	20	114	test
Sox2-hU6@02750	287	441	568	248	170	271	test
Sox2-hU6@02751	588	566	855	345	281	408	test
Sox2-hU6@02752	347	398	590	215	114	259	test
Sox2-hU6@02753	660	624	1127	516	355	479	test
Sox2-hU6@02754	60	11	34	15	32	8	test
Sox2-hU6@02755	171	228	261	237	133	528	test
Sox2-hU6@02756	70	40	21	2	14	15	test
Sox2-hU6@02757	136	179	177	218	61	108	test
Sox2-hU6@02758	197	126	270	104	144	145	test
Sox2-hU6@02759	48	114	100	139	54	126	test
Sox2-hU6@02760	759	781	1041	501	399	731	test
Sox2-hU6@02761	380	130	469	253	312	355	test
Sox2-hU6@02762	774	1008	1573	480	364	1180	test
Sox2-hU6@02763	644	908	929	528	313	549	test
Sox2-hU6@02764	177	313	272	194	91	136	test
Sox2-hU6@02765	1512	1869	2518	1314	734	1278	test
Sox2-hU6@02766	927	869	1475	484	500	617	test
Sox2-hU6@02767	56	70	220	60	21	170	test
Sox2-hU6@02768	49	119	186	32	46	120	test
Sox2-hU6@02769	280	521	608	376	249	377	test
Sox2-hU6@02770	34	82	138	81	43	51	test
Sox2-hU6@02771	367	207	539	169	218	309	test
Sox2-hU6@02772	245	294	761	130	259	117	test
Sox2-hU6@02773	67	30	75	12	33	91	test
Sox2-hU6@02774	378	622	566	370	142	500	test
Sox2-hU6@02775	198	222	174	206	148	127	test
Sox2-hU6@02776	285	215	262	164	119	221	test
Sox2-hU6@02777	233	144	353	106	81	163	test
Sox2-hU6@02778	205	382	272	153	202	131	test
Sox2-hU6@02779	81	118	98	70	62	37	test
Sox2-hU6@02780	276	351	279	253	168	540	test
Sox2-hU6@02781	287	418	539	202	235	321	test
Sox2-hU6@02782	215	166	224	116	92	1314	test
Sox2-hU6@02783	53	10	93	28	80	26	test
Sox2-hU6@02784	339	232	334	130	124	225	test
Sox2-hU6@02785	17	26	71	8	14	26	test
Sox2-hU6@02786	18	10	87	119	5	41	test
Sox2-hU6@02787	476	514	789	471	290	248	test
Sox2-hU6@02788	654	614	917	257	344	433	test
Sox2-hU6@02789	137	168	301	279	158	117	test
Sox2-hU6@02790	722	1300	959	674	359	937	test
Sox2-hU6@02791	486	658	610	450	350	520	test
Sox2-hU6@02792	255	311	446	175	122	175	test
Sox2-hU6@02793	34	59	117	36	112	82	test
Sox2-hU6@02794	215	217	324	175	147	212	test
Sox2-hU6@02795	363	178	302	252	158	143	test
Sox2-hU6@02796	521	858	676	594	299	355	test
Sox2-hU6@02797	204	375	548	239	114	328	test
Sox2-hU6@02798	33	140	113	36	0	48	test
Sox2-hU6@02799	55	21	29	26	31	52	test
Sox2-hU6@02800	107	98	123	33	59	139	test
Sox2-hU6@02801	232	544	598	299	158	324	test
Sox2-hU6@02802	87	34	59	3	9	58	test
Sox2-hU6@02803	183	347	450	226	190	752	test
Sox2-hU6@02804	283	270	388	332	158	442	test
Sox2-hU6@02805	479	292	848	238	221	354	test
Sox2-hU6@02806	15	41	98	101	2	8	test
Sox2-hU6@02807	485	624	818	865	229	250	test
Sox2-hU6@02808	274	161	862	159	85	118	test
Sox2-hU6@02809	12	54	107	29	31	53	test
Sox2-hU6@02810	58	119	86	20	12	35	test
Sox2-hU6@02811	125	68	212	18	71	23	test
Sox2-hU6@02812	1190	1176	1563	1109	678	1161	test
Sox2-hU6@02813	105	412	496	250	138	826	test
Sox2-hU6@02814	54	28	105	7	14	209	test
Sox2-hU6@02815	125	55	56	70	128	104	test
Sox2-hU6@02816	307	615	543	419	151	225	test
Sox2-hU6@02817	428	324	685	294	238	321	test
Sox2-hU6@02818	262	384	366	167	83	145	test
Sox2-hU6@02819	312	443	335	242	270	296	test
Sox2-hU6@02820	627	372	834	227	365	315	test
Sox2-hU6@02821	549	579	781	326	284	417	test
Sox2-hU6@02822	437	443	445	340	156	444	test
Sox2-hU6@02823	475	694	603	270	249	2269	test
Sox2-hU6@02824	821	726	1078	417	391	497	test
Sox2-hU6@02825	324	335	308	309	148	157	test
Sox2-hU6@02826	156	173	137	90	67	135	test
Sox2-hU6@02833	1	34	22	18	1	1	test
Sox2-hU6@02834	47	21	49	12	0	41	test
Sox2-hU6@02835	53	102	104	58	87	48	test
Sox2-hU6@02836	3	28	57	24	1	79	test
Sox2-hU6@02837	544	542	839	459	311	373	test
Sox2-hU6@02838	810	584	919	385	354	698	test
Sox2-hU6@02839	0	8	0	6	20	0	test
Sox2-hU6@02840	192	347	832	392	139	243	test
Sox2-hU6@02841	223	249	338	132	202	169	test
Sox2-hU6@02842	386	474	407	154	232	265	test
Sox2-hU6@02843	168	213	168	72	82	117	test
Sox2-hU6@02844	476	385	916	240	517	531	test
Sox2-hU6@02845	369	521	453	800	235	281	test
Sox2-hU6@02846	154	178	411	74	105	159	test
Sox2-hU6@02847	430	260	712	200	107	269	test
Sox2-hU6@02848	339	519	570	319	412	275	test
Sox2-hU6@02849	545	935	697	349	304	899	test
Sox2-hU6@02850	63	94	114	85	46	56	test
Sox2-hU6@02851	446	616	1039	388	433	291	test
Sox2-hU6@02852	753	677	1005	276	811	511	test
Sox2-hU6@02869	257	196	280	222	86	163	test
Sox2-hU6@02870	272	223	220	279	65	141	test
Sox2-hU6@02871	718	583	799	478	481	662	test
Sox2-hU6@02872	53	60	133	244	39	21	test
Sox2-hU6@02873	252	137	254	148	259	194	test
Sox2-hU6@02874	1	67	77	60	24	38	test
Sox2-hU6@02875	22	26	61	39	15	8	test
Sox2-hU6@02876	96	103	127	131	39	17	test
Sox2-hU6@02877	96	73	101	9	52	20	test
Sox2-hU6@02878	550	841	1256	314	617	1002	test
Sox2-hU6@02879	325	287	518	143	108	591	test
Sox2-hU6@02880	34	141	122	53	3	56	test
Sox2-hU6@02881	176	426	284	259	140	256	test
Sox2-hU6@02882	468	628	765	527	401	489	test
Sox2-hU6@02883	224	175	442	157	101	228	test
Sox2-hU6@02884	230	316	585	269	198	555	test
Sox2-hU6@02885	161	235	143	65	1	128	test
Sox2-hU6@02886	587	722	763	434	308	448	test
Sox2-hU6@02887	642	438	876	245	328	553	test
Sox2-hU6@02888	730	815	1430	639	455	637	test
Sox2-hU6@02889	273	358	451	422	246	425	test
Sox2-hU6@02890	33	92	125	21	90	19	test
Sox2-hU6@02891	563	807	984	528	458	684	test
Sox2-hU6@02892	492	622	1159	722	358	546	test
Sox2-hU6@02893	532	530	731	539	218	1319	test
Sox2-hU6@02894	311	218	442	229	211	213	test
Sox2-hU6@02895	0	0	1	10	51	0	test
Sox2-hU6@02896	553	395	463	365	277	1104	test
Sox2-hU6@02897	881	569	910	509	356	904	test
Sox2-hU6@02898	368	626	683	151	135	271	test
Sox2-hU6@02899	88	256	63	58	32	88	test
Sox2-hU6@02900	39	51	115	40	35	65	test
Sox2-hU6@02901	677	726	1330	729	600	1153	test
Sox2-hU6@02902	242	474	539	347	434	327	test
Sox2-hU6@02903	353	451	471	237	246	665	test
Sox2-hU6@02904	64	44	41	52	28	116	test
Sox2-hU6@02905	675	937	1323	614	339	553	test
Sox2-hU6@02906	99	245	218	237	35	110	test
Sox2-hU6@02907	988	1210	1962	952	376	1089	test
Sox2-hU6@02908	297	220	856	263	141	290	test
Sox2-hU6@02909	117	194	357	91	58	140	test
Sox2-hU6@02910	54	89	41	49	9	136	test
Sox2-hU6@02911	233	274	696	239	132	438	test
Sox2-hU6@02912	387	517	611	379	236	561	test
Sox2-hU6@02913	96	131	173	31	21	64	test
Sox2-hU6@02914	947	1668	2094	1004	429	1359	test
Sox2-hU6@02915	716	615	1018	519	382	561	test
Sox2-hU6@02916	154	356	216	173	125	697	test
Sox2-hU6@02917	531	662	735	267	367	515	test
Sox2-hU6@02918	353	357	613	265	111	439	test
Sox2-hU6@02919	40	3	47	0	0	21	test
Sox2-hU6@02920	445	679	725	545	262	769	test
Sox2-hU6@02921	784	1214	1073	739	326	924	test
Sox2-hU6@02922	550	656	1351	508	330	377	test
Sox2-hU6@02923	34	90	31	60	23	32	test
Sox2-hU6@02924	52	62	61	91	34	32	test
Sox2-hU6@02925	135	170	192	112	126	306	test
Sox2-hU6@02926	696	1080	1292	1298	580	538	test
Sox2-hU6@02927	376	372	601	492	242	611	test
Sox2-hU6@02928	311	427	581	417	150	455	test
Sox2-hU6@03044	374	511	710	422	350	407	test
Sox2-hU6@03045	459	501	1164	657	520	453	test
Sox2-hU6@03046	112	137	194	125	50	87	test
Sox2-hU6@03047	0	2	0	0	4	3	test
Sox2-hU6@03048	193	280	238	174	116	280	test
Sox2-hU6@03049	394	326	497	384	109	383	test
Sox2-hU6@03050	242	173	338	513	211	455	test
Sox2-hU6@03051	129	322	351	214	41	173	test
Sox2-hU6@03052	178	217	213	181	179	260	test
Sox2-hU6@03053	105	108	207	56	39	119	test
Sox2-hU6@03054	220	311	317	292	97	311	test
Sox2-hU6@03055	26	13	15	1	5	28	test
Sox2-hU6@03056	262	329	451	591	134	479	test
Sox2-hU6@03057	264	333	434	96	299	161	test
Sox2-hU6@03058	704	1112	863	577	465	847	test
Sox2-hU6@03059	291	351	246	214	214	272	test
Sox2-hU6@03060	73	211	49	98	53	214	test
Sox2-hU6@03061	218	100	285	279	67	158	test
Sox2-hU6@03062	318	305	351	229	223	218	test
Sox2-hU6@03063	159	195	455	143	65	540	test
Sox2-hU6@03064	369	600	540	524	132	570	test
