logFC	logCPM	F	PValue	status
SIN3A@07843	 1.4805815	 7.31924	4.116e+00	0.0697503	test
SIN3A@00768	 2.8437255	 3.12011	4.089e+00	0.0699285	test
SIN3A@12555	-0.9072704	 6.52090	4.088e+00	0.0699523	test
SIN3A@09506	-2.5398543	 3.10136	4.097e+00	0.0701755	test
SIN3A@05398	-2.0710934	 4.22970	4.085e+00	0.0702672	test
SIN3A@02735	-1.9090725	 4.63975	4.078e+00	0.0702716	test
SIN3A@03774	 2.5530961	 5.96844	4.090e+00	0.0704993	test
SIN3A@07729	 0.9614123	 6.99723	4.051e+00	0.0710482	test
SIN3A@07906	 3.3485041	 5.21532	4.067e+00	0.0711814	test
SIN3A@08865	 1.8812766	 5.53879	4.057e+00	0.0714529	test
SIN3A@07447	 1.0192419	 6.32065	4.024e+00	0.0718589	test
SIN3A@09538	 0.9669728	 6.75357	4.003e+00	0.0725067	test
SIN3A@02884	 1.1585989	 6.78621	4.020e+00	0.0725666	test
SIN3A@03544	 2.6367945	 4.65504	4.012e+00	0.0728259	test
SIN3A@13435	 1.3377558	 6.21642	4.008e+00	0.0729388	test
SIN3A@01941	 2.2214414	 5.85704	4.001e+00	0.0731643	test
SIN3A@07228	 1.0116651	 7.30930	3.974e+00	0.0733997	test
SIN3A@07909	 1.0107897	 6.59294	3.957e+00	0.0739022	test
SIN3A@11093	-3.1983862	 1.64765	3.960e+00	0.0744048	test
SIN3A@05522	 0.9558938	 6.38803	3.941e+00	0.0744092	test
SIN3A@03701	 1.3717768	 5.89275	3.953e+00	0.0745222	test
SIN3A@13509	 3.0657349	 2.04489	3.935e+00	0.0745922	test
SIN3A@14467	 2.7621600	 7.57720	3.954e+00	0.0746203	pos
SIN3A@09830	 2.3250524	 4.67492	3.949e+00	0.0747030	test
SIN3A@07797	 1.1375449	 6.99770	3.948e+00	0.0747777	test
SIN3A@08335	 1.6005651	 6.76272	3.932e+00	0.0752958	test
SIN3A@07011	 1.4258258	 6.57875	3.931e+00	0.0753221	test
SIN3A@05253	 2.6214389	 5.20822	3.928e+00	0.0754309	test
SIN3A@01395	 2.7281689	 3.88134	3.907e+00	0.0760800	test
SIN3A@00620	 1.0894219	 6.26468	3.888e+00	0.0761307	test
SIN3A@03832	 1.0408748	 6.23672	3.879e+00	0.0763882	test
SIN3A@06626	 2.6777778	 6.25087	3.898e+00	0.0763893	test
SIN3A@07971	 4.3932629	 3.67503	3.885e+00	0.0768042	test
SIN3A@07778	 1.3441773	 6.14017	3.866e+00	0.0774137	test
SIN3A@07887	 2.5166245	 4.61146	3.855e+00	0.0777964	test
SIN3A@12314	-1.7979312	 4.51956	3.826e+00	0.0781538	test
SIN3A@11980	-1.8292179	 4.53805	3.790e+00	0.0793568	test
SIN3A@00781	 1.4925864	 6.54621	3.805e+00	0.0794413	test
SIN3A@05834	 2.5594976	 5.79029	3.796e+00	0.0797733	test
SIN3A@10141	 3.1685385	 3.46402	3.784e+00	0.0801785	test
SIN3A@01972	-1.9969595	 4.11839	3.767e+00	0.0802493	test
SIN3A@12763	 1.0999371	 6.75201	3.772e+00	0.0805963	test
SIN3A@03554	 2.2815354	 5.14613	3.766e+00	0.0807964	test
SIN3A@05306	 0.9707452	 6.51839	3.746e+00	0.0808757	test
SIN3A@14471	 2.2875095	 9.14684	3.755e+00	0.0811555	pos
SIN3A@11956	 1.8060788	 6.06199	3.755e+00	0.0811811	test
SIN3A@12422	 1.9749863	 7.30888	3.752e+00	0.0812859	test
SIN3A@01489	-1.9454778	 3.87660	3.733e+00	0.0813370	test
SIN3A@05919	 3.7995937	 3.97798	3.750e+00	0.0813426	test
SIN3A@14369	-0.9295302	 6.31739	3.730e+00	0.0814476	negative
SIN3A@08034	 2.0450392	 7.44594	3.745e+00	0.0815336	test
SIN3A@00330	 2.4255836	 5.74233	3.737e+00	0.0818042	test
SIN3A@01058	-1.3108635	 5.54602	3.707e+00	0.0822416	test
SIN3A@13762	-1.0657995	 6.02533	3.706e+00	0.0823229	test
SIN3A@14468	 2.5904923	 9.02768	3.714e+00	0.0826125	pos
SIN3A@08000	 1.2434700	 9.33879	3.687e+00	0.0831236	test
SIN3A@05685	 2.1565016	 4.81750	3.694e+00	0.0832540	test
SIN3A@10656	-1.5049246	 5.65614	3.696e+00	0.0832564	test
SIN3A@08594	-2.0468374	 3.52029	3.674e+00	0.0834428	test
SIN3A@13239	-1.7835905	 5.19076	3.687e+00	0.0835674	test
SIN3A@07961	 1.1869346	 7.01975	3.686e+00	0.0835991	test
SIN3A@12840	-1.6469445	 4.51461	3.668e+00	0.0836712	test
SIN3A@06337	 2.8619899	 5.77552	3.682e+00	0.0837524	test
SIN3A@05359	 1.1398454	 6.39611	3.679e+00	0.0838717	test
SIN3A@12410	-1.5491997	 5.17737	3.650e+00	0.0843044	test
SIN3A@14451	-0.8279173	 7.19942	3.647e+00	0.0844081	negative
SIN3A@11748	-1.9700318	 3.74782	3.635e+00	0.0848703	test
SIN3A@07835	 1.8251017	 6.64665	3.651e+00	0.0849040	test
SIN3A@01191	 4.0681033	 1.81293	3.642e+00	0.0852144	test
SIN3A@00587	 3.3390805	 4.59250	3.625e+00	0.0858554	test
SIN3A@05148	 0.9740509	 6.11181	3.603e+00	0.0860752	test
SIN3A@06375	 1.9891258	 6.21341	3.610e+00	0.0864253	test
SIN3A@07952	 2.0509905	 5.18589	3.606e+00	0.0865485	test
SIN3A@08192	 1.2630881	 7.56166	3.603e+00	0.0866803	test
SIN3A@01319	 2.2041130	 3.76343	3.572e+00	0.0872414	test
SIN3A@02782	 3.0343180	 4.82585	3.584e+00	0.0873904	test
SIN3A@07377	 2.1227298	 6.05583	3.572e+00	0.0878439	test
SIN3A@12869	-0.9848456	 6.29835	3.559e+00	0.0880548	test
SIN3A@03791	 1.8708731	 6.00033	3.524e+00	0.0897056	test
SIN3A@07897	 3.3238833	 4.89292	3.524e+00	0.0897059	test
SIN3A@03110	-2.4162598	 2.74827	3.511e+00	0.0898001	test
SIN3A@03256	 1.0484886	 6.53575	3.517e+00	0.0898754	test
SIN3A@12664	 1.2871213	 5.75427	3.503e+00	0.0899179	test
SIN3A@08151	 2.2384575	 6.07545	3.504e+00	0.0905214	test
SIN3A@07820	 1.1280463	 6.56777	3.501e+00	0.0906354	test
SIN3A@10679	-1.7089038	 5.28862	3.494e+00	0.0909087	test
SIN3A@04110	 1.0988602	 5.95638	3.478e+00	0.0909558	test
SIN3A@11254	-1.8335312	 4.19739	3.473e+00	0.0911549	test
SIN3A@08174	 1.3430977	 7.39055	3.477e+00	0.0915914	test
SIN3A@05843	 1.2611452	 7.47066	3.467e+00	0.0919881	test
SIN3A@07933	 1.1539331	 8.35517	3.463e+00	0.0921719	test
SIN3A@14048	-0.9734885	 6.19759	3.438e+00	0.0927069	negative
SIN3A@04923	 2.6187000	 4.96366	3.449e+00	0.0927151	test
SIN3A@07989	 2.5890453	 5.96074	3.447e+00	0.0928002	test
SIN3A@06341	-0.8679743	 6.72201	3.431e+00	0.0928490	test
SIN3A@13772	-2.2915978	 3.63546	3.445e+00	0.0929015	test
SIN3A@03367	 0.9831965	 6.10770	3.426e+00	0.0930553	test
SIN3A@14362	-1.0107922	 5.83644	3.423e+00	0.0931737	negative
SIN3A@07695	 0.8873536	 6.45615	3.421e+00	0.0932773	test
SIN3A@00473	 2.2542150	 5.38389	3.434e+00	0.0933340	test
SIN3A@12837	 1.2656735	 5.90477	3.428e+00	0.0935112	test
SIN3A@09839	 2.5500257	 4.86758	3.425e+00	0.0937403	test
SIN3A@05143	-1.0170281	 5.85751	3.406e+00	0.0938848	test
SIN3A@06145	 0.9785872	 6.80382	3.407e+00	0.0940075	test
SIN3A@01182	-2.5137908	 2.64856	3.414e+00	0.0941092	test
SIN3A@01700	 1.3536423	 6.85565	3.415e+00	0.0941555	test
SIN3A@08011	 1.4037360	 7.19566	3.412e+00	0.0942653	test
SIN3A@09805	-0.9164960	 6.26787	3.389e+00	0.0946027	test
SIN3A@08180	 1.1678153	 7.96952	3.398e+00	0.0948665	test
SIN3A@03760	 1.2319145	 6.12808	3.395e+00	0.0950025	test
SIN3A@02291	-1.6066961	 4.98359	3.377e+00	0.0951177	test
SIN3A@09576	 1.1929185	 6.55958	3.380e+00	0.0956114	test
SIN3A@07977	 1.3354679	 7.10500	3.377e+00	0.0957294	test
SIN3A@03350	 1.5296767	 5.74730	3.376e+00	0.0957924	test
SIN3A@00659	 2.0276769	 5.72802	3.371e+00	0.0959941	test
SIN3A@01819	-1.2961319	 5.48838	3.355e+00	0.0960590	test
SIN3A@07908	 6.2178057	 2.38216	3.364e+00	0.0963285	test
SIN3A@00057	-1.1434352	 6.07151	3.362e+00	0.0963877	test
SIN3A@07606	 1.8667922	 6.00856	3.361e+00	0.0964407	test
SIN3A@01536	-2.0225539	 4.07159	3.347e+00	0.0970542	test
SIN3A@02251	 2.3910469	 4.44164	3.345e+00	0.0971309	test
SIN3A@05232	 2.4886953	 5.14295	3.340e+00	0.0973324	test
SIN3A@11945	 1.5418183	 6.01500	3.338e+00	0.0974501	test
SIN3A@00872	-1.2555510	 5.76701	3.332e+00	0.0977120	test
SIN3A@04464	 1.8515549	 6.01752	3.329e+00	0.0978115	test
SIN3A@06286	-1.5131201	 5.35013	3.321e+00	0.0981587	test
SIN3A@08644	-1.8009042	 5.03149	3.315e+00	0.0984297	test
SIN3A@07605	-2.2687137	 3.02806	3.294e+00	0.0991062	test
SIN3A@06112	-1.1189713	 5.82323	3.285e+00	0.0991509	test
SIN3A@02919	 1.2521945	 7.14878	3.295e+00	0.0993520	test
SIN3A@07846	 0.9998251	 6.76111	3.292e+00	0.0993722	test
SIN3A@13262	-2.0227053	 3.49339	3.280e+00	0.0993772	test
SIN3A@07601	 2.3650853	 5.11773	3.291e+00	0.0995030	test
SIN3A@07794	 1.8712830	 6.18051	3.290e+00	0.0995695	test
SIN3A@06666	 1.4568372	 6.45749	3.274e+00	0.1002655	test
SIN3A@14389	-2.3773053	 2.56420	3.260e+00	0.1003997	negative
SIN3A@13507	-1.8278810	 4.51661	3.255e+00	0.1010390	test
SIN3A@10309	-1.9865435	 3.54292	3.244e+00	0.1010438	test
SIN3A@09808	 2.5788370	 5.37497	3.252e+00	0.1012653	test
SIN3A@08163	 0.9864804	 6.72565	3.240e+00	0.1016668	test
SIN3A@03923	 1.0906923	 6.31599	3.244e+00	0.1016695	test
SIN3A@13341	-1.6081484	 4.34399	3.229e+00	0.1017289	test
SIN3A@11294	-1.7836649	 4.37377	3.226e+00	0.1019503	test
SIN3A@14421	-1.4023331	 6.15642	3.230e+00	0.1023173	negative
SIN3A@07682	 1.2930174	 6.14483	3.229e+00	0.1023259	test
SIN3A@03116	 1.0440710	 6.28365	3.213e+00	0.1030349	test
SIN3A@08484	-1.7508443	 4.88489	3.209e+00	0.1032685	test
SIN3A@11962	 2.3759719	 4.11376	3.207e+00	0.1033871	test
SIN3A@04523	 2.1276510	 4.42598	3.203e+00	0.1034625	test
SIN3A@12505	-1.1972156	 5.73582	3.197e+00	0.1036122	test
SIN3A@14348	 2.8859746	 5.10749	3.191e+00	0.1041343	negative
SIN3A@10688	-1.0980453	 5.78325	3.171e+00	0.1044361	test
SIN3A@07929	 1.2264809	 5.91448	3.184e+00	0.1044619	test
SIN3A@14470	 1.7680998	 9.75021	3.175e+00	0.1048869	pos
SIN3A@07813	 1.1823134	 7.30956	3.159e+00	0.1056621	test
SIN3A@08005	 1.4598483	 6.93918	3.140e+00	0.1065704	test
SIN3A@01509	 0.8705184	 6.54487	3.127e+00	0.1065794	test
SIN3A@00357	 1.0072934	 6.42654	3.136e+00	0.1067046	test
SIN3A@03806	 2.5171523	 5.79731	3.135e+00	0.1068180	test
SIN3A@13148	-1.7129497	 4.21253	3.122e+00	0.1068642	test
SIN3A@14106	-0.8191524	 7.52223	3.119e+00	0.1069932	negative
SIN3A@04911	 1.7268385	 5.97729	3.116e+00	0.1077438	test
SIN3A@12665	-2.2974534	 3.15717	3.114e+00	0.1078805	test
SIN3A@05789	 1.5680377	 5.59284	3.106e+00	0.1082778	test
SIN3A@14390	-1.0107838	 7.58466	3.103e+00	0.1084300	negative
SIN3A@04892	 2.5136316	 5.92480	3.101e+00	0.1084948	test
SIN3A@09958	 1.8608877	 5.34594	3.099e+00	0.1086135	test
SIN3A@05939	 2.2280228	 5.33516	3.099e+00	0.1086150	test
SIN3A@00450	 1.1707339	 5.65479	3.083e+00	0.1087663	test
SIN3A@08017	 2.7746346	 4.62204	3.096e+00	0.1087866	test
SIN3A@07912	 1.2552328	 6.48009	3.092e+00	0.1089849	test
SIN3A@04124	 0.9553301	 6.41826	3.082e+00	0.1090262	test
SIN3A@09482	 2.0878419	 5.00085	3.083e+00	0.1093974	test
SIN3A@09243	-3.1346831	 2.07620	3.076e+00	0.1097907	test
SIN3A@06725	-0.8427271	 6.31456	3.063e+00	0.1097923	test
SIN3A@08009	 1.9596034	 5.15700	3.071e+00	0.1100511	test
