oligo	XR043	XR044	XR045	XR046	XR050	XR051	XR052	XR054	group
SIN3A@10250	246	159	759	331	750	306	181	558	test
SIN3A@10251	370	547	14	288	1241	506	786	1384	test
SIN3A@10252	1584	1921	1206	1869	1711	817	1710	804	test
SIN3A@10253	274	125	99	42	783	446	1628	1862	test
SIN3A@10254	598	488	1104	890	32	25	0	47	test
SIN3A@10255	74	46	13	45	651	296	485	253	test
SIN3A@10256	85	46	10	0	276	161	255	249	test
SIN3A@10257	764	472	100	296	269	165	655	307	test
SIN3A@10258	232	200	68	32	105	33	0	197	test
SIN3A@10259	203	80	833	530	440	239	42	154	test
SIN3A@10260	108	75	0	0	449	183	499	208	test
SIN3A@10261	0	0	1	0	17	0	0	0	test
SIN3A@10262	79	0	0	0	0	0	0	0	test
SIN3A@10263	831	283	35	15	412	355	693	255	test
SIN3A@10264	240	257	13	181	414	240	1217	399	test
SIN3A@10265	0	0	0	0	0	0	0	0	test
SIN3A@10266	323	157	68	38	829	376	969	531	test
SIN3A@10267	199	268	2	190	419	180	750	430	test
SIN3A@10268	64	39	0	0	69	12	0	0	test
SIN3A@10269	272	306	802	420	1304	560	1072	879	test
SIN3A@10270	677	240	1578	713	456	225	354	426	test
SIN3A@10271	539	758	1039	914	631	302	138	336	test
SIN3A@10272	1222	1435	2694	3283	1026	455	632	485	test
SIN3A@10273	156	146	1013	542	227	151	202	220	test
SIN3A@10274	386	416	835	467	871	129	53	2567	test
SIN3A@10275	94	121	0	0	0	0	0	0	test
SIN3A@10276	87	33	0	0	563	230	157	299	test
SIN3A@10277	544	374	118	71	199	168	5	4	test
SIN3A@10278	1170	717	1441	1044	528	148	85	296	test
SIN3A@10279	202	346	5	104	328	136	66	268	test
SIN3A@10280	99	12	0	0	68	20	0	1	test
SIN3A@10281	802	570	231	411	53	47	2	1	test
SIN3A@10282	215	100	83	52	483	269	493	335	test
SIN3A@10283	113	67	39	0	192	62	352	118	test
SIN3A@10284	0	20	0	0	29	0	3	2	test
SIN3A@10285	251	155	1216	691	308	200	170	195	test
SIN3A@10286	189	147	8	264	243	182	87	187	test
SIN3A@10287	254	99	86	111	53	13	0	2	test
SIN3A@10288	65	52	18	0	281	129	463	189	test
SIN3A@10289	62	53	1	2	205	100	73	141	test
SIN3A@10290	223	354	24	279	0	53	0	3	test
SIN3A@10291	740	159	977	603	142	37	22	42	test
SIN3A@10292	160	37	0	0	42	36	0	0	test
SIN3A@10293	0	0	0	0	135	55	1	2	test
SIN3A@10294	230	384	26	282	135	140	6	0	test
SIN3A@10295	580	212	13	0	489	251	2575	554	test
SIN3A@10296	135	92	0	0	135	101	179	220	test
SIN3A@10297	43	41	2	0	18	8	0	77	test
SIN3A@10298	176	226	540	321	753	392	302	484	test
SIN3A@10299	264	248	2366	1471	830	413	325	544	test
SIN3A@10300	3	2	0	1	0	0	0	0	test
SIN3A@10301	117	163	17	0	455	192	72	190	test
SIN3A@10302	0	2	0	0	1	0	0	2	test
SIN3A@10303	391	444	8	277	75	106	7	107	test
SIN3A@10304	769	567	292	381	1594	606	663	592	test
SIN3A@10305	902	1063	47	535	547	272	329	522	test
SIN3A@10306	168	117	259	217	95	9	0	0	test
SIN3A@10307	226	139	0	58	148	75	3	3	test
SIN3A@10308	161	164	0	0	1727	61	324	51	test
SIN3A@10309	173	51	152	0	319	142	395	226	test
SIN3A@10310	426	180	188	94	130	34	646	2	test
SIN3A@10311	91	174	817	474	581	358	436	525	test
SIN3A@10312	714	414	55	259	531	255	1764	269	test
SIN3A@10313	354	483	942	774	436	191	86	140	test
SIN3A@10314	22	92	0	1	46	59	0	74	test
SIN3A@10315	39	6	0	0	171	32	2	5	test
SIN3A@10316	411	441	132	276	614	330	164	314	test
SIN3A@10317	1	0	0	1	3	1	3	0	test
SIN3A@10318	1037	711	209	367	625	276	2502	250	test
SIN3A@10319	1601	742	3883	2105	1123	478	1056	620	test
SIN3A@10320	118	166	1	0	264	149	84	185	test
SIN3A@10321	190	88	150	39	549	268	288	555	test
SIN3A@10322	215	45	0	0	239	202	172	195	test
SIN3A@10323	283	426	18	239	86	38	8	2	test
SIN3A@10324	154	47	0	0	39	10	300	38	test
SIN3A@10325	176	196	940	498	489	231	1088	281	test
SIN3A@10326	84	89	0	0	723	341	176	299	test
SIN3A@10327	158	68	13	0	183	69	319	43	test
SIN3A@10328	0	0	0	0	112	33	71	86	test
SIN3A@10329	661	529	1101	668	174	25	494	134	test
SIN3A@10330	83	54	0	0	747	381	572	435	test
SIN3A@10331	334	211	943	593	257	119	97	103	test
SIN3A@10332	612	396	16	1585	950	423	1063	486	test
SIN3A@10333	556	101	153	187	323	116	76	157	test
SIN3A@10334	398	471	220	144	955	354	833	652	test
SIN3A@10335	988	853	121	418	752	356	313	653	test
SIN3A@10336	32	17	1	1	156	80	40	143	test
SIN3A@10337	130	128	0	26	473	149	135	244	test
SIN3A@10338	102	65	12	101	98	33	0	2	test
SIN3A@10339	403	293	1064	591	374	136	763	185	test
SIN3A@10340	736	724	1577	1097	216	148	48	209	test
SIN3A@10341	184	99	960	532	273	136	128	126	test
SIN3A@10342	204	363	10	105	73	10	0	222	test
SIN3A@10343	1391	1389	39	688	2866	1167	2001	1935	test
SIN3A@10344	111	71	1	1	155	3	261	0	test
SIN3A@10345	6	25	5	0	455	206	391	278	test
SIN3A@10346	570	633	13	880	427	266	1071	244	test
SIN3A@10347	197	137	92	36	963	374	1004	704	test
SIN3A@10348	97	42	23	0	62	7	2	1	test
SIN3A@10349	27	19	0	40	194	81	380	316	test
SIN3A@10350	0	0	0	0	0	0	0	0	test
SIN3A@10351	0	1	0	0	0	0	0	0	test
SIN3A@10352	674	477	405	593	602	217	277	154	test
SIN3A@10353	0	0	0	0	0	0	0	1	test
SIN3A@10354	452	253	1140	640	149	99	70	5	test
SIN3A@10355	0	50	0	0	91	59	0	1	test
SIN3A@10356	22	21	0	0	22	34	0	79	test
SIN3A@10357	267	116	452	315	84	75	5	1	test
SIN3A@10358	943	442	1181	678	731	396	1372	465	test
SIN3A@10359	246	133	1148	699	310	173	57	146	test
SIN3A@10360	1411	539	1538	925	982	540	243	416	test
SIN3A@10361	175	71	88	32	71	9	0	0	test
SIN3A@10362	586	406	87	144	227	116	12	54	test
SIN3A@10363	181	179	1086	550	123	72	662	0	test
SIN3A@10364	561	511	81	267	315	199	83	166	test
SIN3A@10365	406	342	1936	1134	242	122	1	146	test
SIN3A@10366	589	669	103	387	186	123	340	150	test
SIN3A@10367	67	0	0	0	1	25	2	0	test
SIN3A@10368	326	153	830	480	211	60	0	97	test
SIN3A@10369	1668	331	337	282	14	46	2	1	test
SIN3A@10370	81	66	1	0	140	89	68	0	test
SIN3A@10371	728	464	123	603	343	79	3	472	test
SIN3A@10372	217	214	7	118	290	283	107	153	test
SIN3A@10373	360	440	10	253	701	348	209	523	test
SIN3A@10374	131	116	1016	566	288	181	70	109	test
SIN3A@10375	533	654	106	422	342	157	323	150	test
SIN3A@10376	266	283	10	284	113	91	173	97	test
SIN3A@10377	305	206	1095	660	270	165	412	240	test
SIN3A@10378	284	154	0	32	119	72	22	260	test
SIN3A@10379	426	413	14	201	257	115	72	96	test
SIN3A@10380	316	214	65	138	257	142	120	295	test
SIN3A@10381	38	0	0	2	32	48	2	4	test
SIN3A@10382	261	376	18	222	197	37	0	0	test
SIN3A@10383	115	115	22	0	621	271	657	338	test
SIN3A@10384	106	208	29	0	458	204	303	515	test
SIN3A@10385	0	22	0	0	121	19	1	2	test
SIN3A@10386	634	308	77	44	423	141	478	491	test
SIN3A@10387	439	188	1235	689	649	263	1139	677	test
SIN3A@10388	194	97	645	303	454	175	209	368	test
SIN3A@10389	0	0	0	0	106	38	305	186	test
SIN3A@10390	386	261	56	92	325	110	53	134	test
SIN3A@10391	0	1	0	0	0	0	1	1	test
SIN3A@10392	283	262	82	37	871	358	853	594	test
SIN3A@10393	355	580	2250	1492	0	21	0	0	test
SIN3A@10394	171	148	0	0	54	29	0	2	test
SIN3A@10395	275	327	10	315	252	68	308	58	test
SIN3A@10396	1411	1009	123	699	1278	488	1542	703	test
SIN3A@10397	372	340	20	410	740	416	218	599	test
SIN3A@10398	314	199	785	414	968	458	240	507	test
SIN3A@10399	933	913	623	795	862	378	460	495	test
SIN3A@10400	178	183	1	1	642	279	235	4180	test
SIN3A@10401	32	88	0	0	76	42	9	3	test
SIN3A@10402	401	196	1234	610	250	75	0	3	test
SIN3A@10403	139	136	0	32	856	393	1192	500	test
SIN3A@10404	108	97	736	719	436	94	317	175	test
SIN3A@10405	173	50	3	19	154	57	1	75	test
SIN3A@10406	685	281	70	319	178	104	65	286	test
SIN3A@10407	714	606	59	230	1941	863	1468	941	test
SIN3A@10408	253	116	17	0	926	282	528	617	test
SIN3A@10409	327	135	0	48	295	159	80	180	test
SIN3A@10410	792	178	88	30	663	338	718	581	test
SIN3A@10411	460	576	54	258	1000	375	378	723	test
SIN3A@10412	527	499	82	423	735	296	319	308	test
SIN3A@10413	290	474	12	286	64	46	0	0	test
SIN3A@10414	929	1045	2224	1741	795	454	795	1790	test
SIN3A@10415	551	488	1747	1216	506	306	122	303	test
SIN3A@10416	659	819	74	381	1004	469	1127	713	test
SIN3A@10417	1834	1518	2315	1500	2126	1017	818	1339	test
SIN3A@10418	1528	1276	106	952	1050	599	1043	1201	test
SIN3A@10419	1316	567	751	517	2365	1040	3094	1236	test
SIN3A@10420	652	235	219	1049	358	83	2	109	test
SIN3A@10421	791	431	92	227	1206	481	667	1270	test
SIN3A@10422	620	234	0	1	980	356	522	584	test
SIN3A@10423	763	567	107	275	695	285	113	258	test
SIN3A@10424	565	499	175	25	1831	920	1156	1389	test
SIN3A@10425	603	465	875	671	776	451	765	356	test
SIN3A@10426	876	422	276	173	488	145	3107	255	test
SIN3A@10427	129	102	2	130	683	362	439	1063	test
SIN3A@10428	111	1	23	0	349	175	94	269	test
SIN3A@10429	275	213	2108	1236	1034	491	341	628	test
SIN3A@10430	428	299	1002	779	238	157	14	30	test
SIN3A@10431	470	504	93	389	719	311	216	376	test
SIN3A@10432	802	968	58	562	380	142	78	323	test
SIN3A@10433	0	0	0	0	0	1	0	0	test
SIN3A@10434	520	593	1515	1410	1694	842	1016	1483	test
SIN3A@10435	229	242	6	120	205	57	281	47	test
SIN3A@10436	868	813	946	781	919	393	428	385	test
SIN3A@10437	618	563	1418	1093	493	272	150	187	test
SIN3A@10438	538	402	21	703	796	424	1998	310	test
SIN3A@10439	250	138	539	307	510	165	227	767	test
SIN3A@10440	424	236	76	74	666	245	147	235	test
SIN3A@10441	717	458	176	169	658	262	203	307	test
SIN3A@10442	133	127	20	12	220	90	71	124	test
SIN3A@10443	642	542	76	353	305	170	87	178	test
SIN3A@10444	252	139	3	38	1164	543	1219	1607	test
SIN3A@10445	882	390	526	372	602	205	124	235	test
SIN3A@10446	0	0	0	0	0	17	0	0	test
SIN3A@10447	148	101	0	0	670	319	568	616	test
SIN3A@10448	82	81	2	93	860	486	602	564	test
SIN3A@10449	154	163	878	475	355	168	413	321	test
SIN3A@10450	593	412	117	413	77	28	8	15	test
SIN3A@10451	0	0	0	0	3	0	0	0	test
SIN3A@10452	677	783	118	317	1011	311	174	421	test
SIN3A@10453	881	368	186	113	1202	455	709	621	test
SIN3A@10454	243	109	1043	598	293	188	331	140	test
SIN3A@10455	908	405	116	233	97	69	2478	97	test
SIN3A@10456	2	0	0	0	0	0	0	0	test
SIN3A@10457	146	151	10	123	2	9	0	31	test
SIN3A@10458	346	300	873	470	1171	474	806	3276	test
SIN3A@10459	343	352	14	1941	65	103	34	92	test
SIN3A@10460	541	316	1042	602	819	348	252	454	test
SIN3A@10461	327	163	840	482	1082	426	213	604	test
SIN3A@10462	477	437	858	646	423	289	201	300	test
SIN3A@10463	170	95	1025	563	185	202	79	149	test
SIN3A@10464	353	379	20	170	271	144	422	656	test
SIN3A@10465	361	506	1076	779	737	343	449	525	test
SIN3A@10466	0	0	0	0	1	0	0	0	test
SIN3A@10467	463	325	920	657	288	81	36	114	test
SIN3A@10468	319	170	853	445	282	229	80	1766	test
SIN3A@10469	113	47	8	0	21	10	0	56	test
SIN3A@10470	449	423	27	158	530	190	279	875	test
SIN3A@10471	769	828	1414	1344	1075	510	551	871	test
SIN3A@10472	325	120	113	37	218	65	419	147	test
SIN3A@10473	1055	859	1022	794	931	443	436	671	test
SIN3A@10474	486	377	103	194	35	3	0	3	test
SIN3A@10475	317	381	1030	771	521	328	1653	430	test
SIN3A@10476	318	217	928	530	1169	557	486	815	test
SIN3A@10477	399	242	90	172	406	135	199	202	test
SIN3A@10478	408	333	0	16	531	305	633	196	test
SIN3A@10479	297	120	89	99	211	72	54	69	test
SIN3A@10480	1	1	0	0	2	0	0	0	test
SIN3A@10481	733	645	1732	1221	1185	523	954	730	test
SIN3A@10482	0	3	5	2	2	0	2	0	test
SIN3A@10483	427	188	65	149	75	103	319	147	test
SIN3A@10484	228	183	0	0	21	75	0	3	test
SIN3A@10485	438	301	173	39	286	208	808	682	test
SIN3A@10486	299	346	8	173	317	159	122	179	test
SIN3A@10487	225	285	13	232	356	174	99	149	test
SIN3A@10488	211	353	11	162	469	182	76	265	test
SIN3A@10489	335	183	325	288	122	104	0	0	test
SIN3A@10490	1441	1046	2052	1380	1387	669	814	787	test
SIN3A@10491	842	1260	46	692	577	323	365	350	test
SIN3A@10492	573	354	859	566	917	269	213	536	test
SIN3A@10493	121	194	10	82	44	36	5	2	test
SIN3A@10494	0	0	0	0	0	0	0	0	test
SIN3A@10495	25	64	0	0	381	217	107	249	test
SIN3A@10496	47	56	2	42	51	36	40	54	test
SIN3A@10497	177	125	1300	862	114	75	0	0	test
SIN3A@10498	414	162	81	492	91	55	0	4	test
SIN3A@10499	0	0	1	3	0	0	0	0	test
SIN3A@10500	232	224	0	60	465	361	114	377	test
SIN3A@10501	406	346	1244	1116	478	312	1950	388	test
SIN3A@10502	411	766	999	906	709	226	171	278	test
SIN3A@10503	75	59	0	27	186	129	346	55	test
SIN3A@10504	341	312	49	217	324	236	79	202	test
SIN3A@10505	269	334	13	225	353	195	599	303	test
SIN3A@10506	363	364	15	601	646	275	121	89	test
SIN3A@10507	285	136	2	30	463	221	299	141	test
SIN3A@10508	773	755	89	370	514	160	432	232	test
SIN3A@10509	375	349	12	240	478	281	75	183	test
SIN3A@10510	495	612	1138	966	601	302	487	402	test
SIN3A@10511	558	369	12	187	378	204	108	235	test
SIN3A@10512	1523	1314	2787	2323	2247	908	2225	1169	test
SIN3A@10513	759	520	2558	1491	1305	540	3275	1451	test
SIN3A@10514	13	28	0	0	210	115	1	141	test
SIN3A@10515	109	52	0	0	546	279	162	240	test
SIN3A@10516	748	604	121	248	264	189	84	139	test
SIN3A@10517	99	121	1036	548	321	191	60	308	test
SIN3A@10518	151	145	0	0	442	196	184	112	test
SIN3A@10519	772	523	90	307	500	203	67	115	test
SIN3A@10520	0	0	0	0	0	0	1	0	test
SIN3A@10521	406	411	6	149	100	116	2	136	test
SIN3A@10522	295	351	11	186	53	87	17	198	test
SIN3A@10523	0	0	0	0	0	0	0	0	test
SIN3A@10524	125	95	0	0	198	80	56	247	test
SIN3A@10525	278	214	805	475	281	92	66	220	test
SIN3A@10526	407	486	909	825	398	210	289	278	test
SIN3A@10527	138	30	1	0	52	84	4	3	test
SIN3A@10528	576	559	23	331	865	428	1477	540	test
SIN3A@10529	268	575	12	285	13	11	2	1	test
SIN3A@10530	314	188	73	30	247	155	82	279	test
SIN3A@10531	740	933	1029	1119	532	296	557	329	test
SIN3A@10532	750	1036	1443	1388	297	180	294	250	test
SIN3A@10533	368	137	1066	723	1190	417	277	618	test
SIN3A@10534	179	36	0	1	164	47	479	459	test
SIN3A@10535	279	176	1093	704	465	177	826	286	test
SIN3A@10536	1466	1829	1072	1823	372	179	126	280	test
SIN3A@10537	189	54	1	97	462	155	159	356	test
SIN3A@10538	280	117	127	39	705	287	254	479	test
SIN3A@10539	88	34	0	31	636	393	195	281	test
SIN3A@10540	560	472	23	246	391	245	128	144	test
SIN3A@10541	186	155	0	100	526	253	233	633	test
SIN3A@10542	68	24	0	0	222	105	667	173	test
SIN3A@10543	182	111	3	1	32	59	2	3	test
SIN3A@10544	131	80	0	35	121	56	1	2	test
SIN3A@10545	61	61	0	140	40	10	2	3	test
SIN3A@10546	43	102	0	0	0	0	0	0	test
SIN3A@10547	643	1080	856	1172	19	44	0	0	test
SIN3A@10548	232	97	2	67	63	31	3	248	test
SIN3A@10549	590	504	882	797	719	450	1017	557	test
SIN3A@10550	491	207	93	81	455	197	759	256	test
SIN3A@10551	94	20	0	0	293	185	593	166	test
SIN3A@10552	534	199	84	66	657	322	1042	387	test
SIN3A@10553	54	45	3	88	529	323	365	639	test
SIN3A@10554	333	506	16	224	467	156	455	204	test
SIN3A@10555	98	310	1503	1242	58	46	0	1	test
SIN3A@10556	0	0	0	0	105	47	75	100	test
SIN3A@10557	255	266	7	125	462	207	188	220	test
SIN3A@10558	431	583	846	859	1309	534	857	672	test
SIN3A@10559	429	543	11	249	671	311	299	368	test
SIN3A@10560	27	18	70	0	190	48	0	212	test
SIN3A@10561	96	121	0	0	252	98	321	136	test
SIN3A@10562	0	0	1	0	65	25	2	194	test
SIN3A@10563	235	67	0	40	296	163	145	0	test
SIN3A@10564	99	76	1	2	0	18	0	0	test
SIN3A@10565	365	165	45	24	984	440	801	673	test
SIN3A@10566	318	415	76	282	281	154	198	324	test
SIN3A@10567	153	46	0	0	201	107	132	157	test
SIN3A@10568	253	128	68	349	82	9	0	0	test
SIN3A@10569	8	26	284	133	464	171	145	331	test
SIN3A@10570	655	386	571	395	716	401	266	509	test
SIN3A@10571	373	381	8	178	575	244	170	417	test
SIN3A@10572	798	533	1309	862	367	176	124	485	test
SIN3A@10573	126	47	186	0	426	153	668	220	test
SIN3A@10574	238	179	0	24	613	229	398	512	test
SIN3A@10575	37	18	0	1	0	22	0	0	test
SIN3A@10576	3	1	0	0	0	1	0	0	test
SIN3A@10577	0	2	0	0	1	0	0	0	test
SIN3A@10578	263	143	64	30	324	266	203	220	test
SIN3A@10579	183	45	4	35	753	294	707	493	test
SIN3A@10580	971	761	2014	1340	585	223	290	366	test
SIN3A@10581	765	672	116	470	419	181	59	242	test
SIN3A@10582	492	611	921	801	300	134	269	45	test
SIN3A@10583	566	174	1126	705	325	137	4	362	test
SIN3A@10584	701	698	961	755	288	88	0	1	test
SIN3A@10585	607	560	40	344	1013	394	355	390	test
SIN3A@10586	326	339	37	207	30	49	320	51	test
SIN3A@10587	200	121	705	338	0	16	0	0	test
SIN3A@10588	110	0	0	77	0	7	0	364	test
SIN3A@10589	218	73	2	48	602	191	200	277	test
SIN3A@10590	0	0	0	1	187	119	39	117	test
SIN3A@10591	112	76	0	147	365	209	89	273	test
SIN3A@10592	1129	1369	835	1191	677	171	165	461	test
SIN3A@10593	145	124	73	43	258	153	87	142	test
SIN3A@10594	909	388	1186	573	327	228	410	297	test
SIN3A@10595	0	0	1	1	0	1	0	0	test
SIN3A@10596	277	436	18	222	652	262	251	442	test
SIN3A@10597	326	103	71	48	130	60	0	0	test
SIN3A@10598	207	31	1	1	90	84	75	95	test
SIN3A@10599	86	45	617	338	273	141	168	253	test
SIN3A@10600	276	190	9	1	1141	426	261	481	test
SIN3A@10601	0	13	0	0	687	277	502	685	test
SIN3A@10602	382	436	12	252	3	46	2	103	test
SIN3A@10603	110	101	685	427	231	158	256	39	test
SIN3A@10604	971	826	290	777	221	208	0	0	test
SIN3A@10605	1946	1394	4224	3344	2150	1232	1163	1415	test
SIN3A@10606	244	360	22	249	187	148	79	155	test
SIN3A@10607	57	0	0	60	25	70	0	0	test
SIN3A@10608	53	66	0	35	624	349	180	324	test
SIN3A@10609	58	37	2	0	155	79	65	393	test
SIN3A@10610	59	40	32	190	36	28	3	2	test
SIN3A@10611	146	114	0	0	196	110	373	194	test
SIN3A@10612	42	9	0	0	119	102	304	39	test
SIN3A@10613	369	347	7	152	169	103	95	82	test
SIN3A@10614	311	185	109	30	506	231	194	397	test
SIN3A@10615	704	540	87	280	549	282	149	219	test
SIN3A@10616	560	405	15	153	617	320	39	161	test
SIN3A@10617	293	186	72	32	496	249	194	346	test
SIN3A@10618	864	928	80	444	901	432	250	470	test
SIN3A@10619	20	66	7	4	98	91	1	0	test
SIN3A@10620	467	481	14	275	299	159	1804	93	test
SIN3A@10621	619	281	695	380	828	299	543	486	test
SIN3A@10622	509	259	135	69	151	50	0	0	test
SIN3A@10623	354	204	0	29	296	185	112	110	test
SIN3A@10624	542	537	504	509	205	84	62	115	test
SIN3A@10625	839	585	1086	736	1531	830	678	796	test
SIN3A@10626	988	1040	18	386	656	216	35	392	test
SIN3A@10627	88	76	0	0	379	89	47	120	test
SIN3A@10628	35	77	127	3	313	203	396	111	test
SIN3A@10629	445	225	1088	1492	2144	383	645	656	test
SIN3A@10630	256	163	56	43	534	273	526	326	test
SIN3A@10631	202	28	0	0	365	161	86	198	test
SIN3A@10632	1144	1136	144	854	634	373	273	512	test
SIN3A@10633	946	652	1150	873	568	378	711	503	test
SIN3A@10634	378	374	13	177	379	176	145	275	test
SIN3A@10635	403	294	4	120	998	395	363	551	test
SIN3A@10636	333	131	901	491	328	119	48	147	test
SIN3A@10637	380	306	1182	805	315	92	135	119	test
SIN3A@10638	464	420	668	554	215	202	48	2	test
SIN3A@10639	953	885	1859	1357	1188	578	280	723	test
SIN3A@10640	1906	903	922	958	1086	504	314	426	test
SIN3A@10641	1215	1007	1091	853	450	317	440	404	test
SIN3A@10642	782	658	15	258	1361	582	877	745	test
SIN3A@10643	1221	851	911	895	691	349	406	493	test
SIN3A@10644	825	665	2311	1720	1485	539	283	418	test
SIN3A@10645	507	371	937	723	701	247	355	550	test
SIN3A@10646	0	0	0	0	0	17	0	0	test
SIN3A@10647	448	276	16	88	250	141	128	151	test
SIN3A@10648	25	11	0	0	590	260	346	527	test
SIN3A@10649	306	566	882	643	467	198	349	410	test
SIN3A@10650	117	42	3	106	198	157	471	29	test
SIN3A@10651	221	218	460	307	350	203	99	292	test
SIN3A@10652	671	512	58	298	842	354	132	498	test
SIN3A@10653	505	650	26	545	492	286	845	676	test
SIN3A@10654	195	99	0	0	556	262	165	445	test
SIN3A@10655	1125	808	681	667	553	470	359	359	test
SIN3A@10656	568	383	31	337	1198	556	998	775	test
SIN3A@10657	1161	855	2427	1506	1131	544	840	344	test
SIN3A@10658	391	305	778	421	369	150	138	152	test
SIN3A@10659	70	61	0	0	65	98	0	0	test
SIN3A@10660	25	41	1	1	47	63	35	0	test
SIN3A@10661	839	629	2047	1348	1332	630	829	923	test
SIN3A@10662	1104	887	2023	1488	697	272	1306	314	test
SIN3A@10663	139	52	1	40	213	139	335	47	test
SIN3A@10664	44	74	0	0	310	219	57	566	test
SIN3A@10665	189	136	117	160	427	125	307	40	test
SIN3A@10666	235	190	360	357	585	331	574	478	test
SIN3A@10667	681	881	30	480	489	224	2467	421	test
SIN3A@10668	1	0	1	2	220	46	0	96	test
SIN3A@10669	417	440	912	717	730	295	1015	422	test
SIN3A@10670	121	37	0	0	763	367	605	475	test
SIN3A@10671	830	1010	22	744	781	502	230	821	test
SIN3A@10672	144	144	10	0	283	142	402	122	test
SIN3A@10673	288	73	96	44	222	102	718	167	test
SIN3A@10674	58	76	0	0	286	120	54	128	test
SIN3A@10675	723	681	127	370	695	493	99	467	test
SIN3A@10676	229	88	24	0	405	199	312	255	test
SIN3A@10677	44	20	0	0	249	85	282	5	test
SIN3A@10678	182	166	870	514	214	120	148	102	test
SIN3A@10679	556	280	119	57	468	326	667	243	test
SIN3A@10680	661	770	1044	1017	533	320	368	980	test
SIN3A@10681	1553	1423	2290	1803	1872	992	1757	1458	test
SIN3A@10682	557	454	854	698	313	206	412	446	test
SIN3A@10683	0	2	0	1	0	0	0	1	test
SIN3A@10684	250	332	19	162	431	163	150	163	test
SIN3A@10685	308	77	109	47	70	46	1405	3	test
SIN3A@10686	231	369	18	408	58	38	0	0	test
SIN3A@10687	0	29	0	0	1	2	346	0	test
SIN3A@10688	486	602	1269	845	2455	1236	2179	1873	test
SIN3A@10689	29	0	0	0	86	46	5	106	test
SIN3A@10690	153	49	0	0	300	177	111	160	test
SIN3A@10691	296	336	13	420	17	46	4	2	test
SIN3A@10692	133	79	1039	592	86	52	1897	54	test
SIN3A@10693	107	68	0	0	10	36	4	7	test
SIN3A@10694	492	210	80	86	1183	441	330	735	test
SIN3A@10695	192	136	12	77	324	169	153	217	test
SIN3A@10696	12	30	36	0	51	67	0	1	test
SIN3A@10697	306	231	1317	692	133	43	1	0	test
SIN3A@10698	96	143	0	1	175	105	177	105	test
SIN3A@10699	224	112	90	69	236	93	62	194	test
SIN3A@10700	55	14	1	0	66	38	81	113	test
SIN3A@10701	781	778	3851	2353	599	353	305	342	test
SIN3A@10702	1077	554	237	303	444	181	416	302	test
SIN3A@10703	294	83	85	113	177	57	50	118	test
SIN3A@10704	575	189	178	85	264	161	309	200	test
SIN3A@10705	476	420	856	509	1056	413	261	614	test
SIN3A@10706	260	137	483	251	150	76	409	127	test
SIN3A@10707	833	641	174	381	68	74	1	0	test
SIN3A@10708	224	381	7	205	54	47	32	51	test
SIN3A@10709	336	283	51	61	1399	546	892	823	test
SIN3A@10710	217	305	15	208	130	69	53	115	test
SIN3A@10711	112	107	0	0	183	82	155	115	test
SIN3A@10712	181	315	23	199	192	43	1	0	test
SIN3A@10713	185	196	516	422	220	102	407	60	test
SIN3A@10714	91	30	0	0	185	99	232	110	test
SIN3A@10715	682	279	247	254	701	338	376	495	test
SIN3A@10716	89	101	15	0	431	230	2199	474	test
SIN3A@10717	0	29	0	0	336	218	146	398	test
SIN3A@10718	192	182	73	146	330	109	81	104	test
SIN3A@10719	399	321	55	152	48	14	0	0	test
SIN3A@10720	177	66	13	0	199	140	674	348	test
SIN3A@10721	1037	787	86	230	808	420	675	564	test
SIN3A@10722	177	175	1068	538	317	163	449	275	test
SIN3A@10723	519	471	208	247	227	81	87	101	test
SIN3A@10724	1104	785	194	450	1236	552	654	421	test
SIN3A@10725	773	490	989	654	118	65	269	6	test
SIN3A@10726	495	261	166	148	270	166	79	156	test
SIN3A@10727	198	87	0	0	799	297	494	386	test
SIN3A@10728	604	767	154	511	180	95	0	0	test
SIN3A@10729	3	27	3	0	95	88	1	63	test
SIN3A@10730	149	39	29	0	385	131	95	172	test
SIN3A@10731	184	10	0	28	152	36	241	74	test
SIN3A@10732	3165	550	585	274	661	385	258	357	test
SIN3A@10733	135	27	3	0	756	195	102	385	test
SIN3A@10734	328	117	40	19	137	81	0	0	test
SIN3A@10735	186	63	32	101	692	279	164	511	test
SIN3A@10736	870	543	110	362	965	566	617	1183	test
SIN3A@10737	589	652	1097	781	1095	488	617	756	test
SIN3A@10738	801	706	123	339	2663	639	1212	874	test
SIN3A@10739	277	98	73	38	211	108	237	33	test
SIN3A@10740	128	79	1	0	580	415	168	386	test
SIN3A@10741	492	569	1610	1024	479	117	581	304	test
SIN3A@10742	8	27	1	337	214	116	91	175	test
SIN3A@10743	184	230	11	143	0	77	4	93	test
SIN3A@10744	0	27	0	0	0	0	0	0	test
SIN3A@10745	725	579	78	303	874	398	305	1130	test
SIN3A@10746	44	67	0	0	262	83	69	87	test
SIN3A@10747	990	1047	137	514	5878	720	564	1009	test
SIN3A@10748	72	16	1	0	82	19	0	183	test
SIN3A@10749	289	140	44	43	294	164	683	104	test
SIN3A@10750	309	207	1161	635	450	192	552	310	test
SIN3A@10751	578	671	4	219	595	312	565	425	test
SIN3A@10752	991	774	1895	1350	823	346	2053	354	test
SIN3A@10753	465	564	17	415	548	308	458	390	test
SIN3A@10754	791	333	127	65	1147	609	1247	1397	test
